,Documents
1980,39
1981,36
1982,64
1983,51
1984,57
1985,64
1986,66
1987,93
1988,117
1989,111
1990,190
1991,202
1992,209
1993,225
1994,229
1995,291
1996,292
1997,355
1998,392
1999,446
2000,774
2001,838
2002,957
2003,921
2004,1046
2005,1130
2006,1285
2007,1390
2008,1528
2009,1706
2010,1952
2011,2301
2012,2418
2013,3117
2014,4379
2015,4854
2016,4940
2017,6538
2018,7525
2019,10085
2020,12350
2021,13695
2022,15404
2023,14175
2024,16255
