,Documents
1980,226
1981,226
1982,237
1983,241
1984,303
1985,302
1986,351
1987,294
1988,391
1989,463
1990,553
1991,555
1992,507
1993,617
1994,597
1995,702
1996,785
1997,1004
1998,1014
1999,1063
2000,1498
2001,1610
2002,1829
2003,1844
2004,1729
2005,2008
2006,1998
2007,2186
2008,2029
2009,2115
2010,2138
2011,2345
2012,2390
2013,2758
2014,3230
2015,3442
2016,3591
2017,4077
2018,4390
2019,5345
2020,5480
2021,6408
2022,5988
2023,5171
2024,5330
