,Documents
1980,10
1981,14
1982,15
1983,27
1984,16
1985,31
1986,35
1987,27
1988,58
1989,48
1990,58
1991,55
1992,45
1993,45
1994,34
1995,40
1996,41
1997,57
1998,47
1999,58
2000,72
2001,69
2002,63
2003,78
2004,81
2005,94
2006,133
2007,135
2008,165
2009,190
2010,238
2011,261
2012,346
2013,422
2014,525
2015,593
2016,650
2017,803
2018,872
2019,1036
2020,1288
2021,1619
2022,2057
2023,1944
2024,1892
