,Documents
1980,10
1981,9
1982,11
1983,6
1984,17
1985,9
1986,8
1987,11
1988,5
1989,9
1990,9
1991,12
1992,8
1993,11
1994,6
1995,8
1996,13
1997,39
1998,74
1999,83
2000,73
2001,84
2002,65
2003,76
2004,117
2005,112
2006,131
2007,129
2008,100
2009,128
2010,101
2011,93
2012,57
2013,77
2014,57
2015,42
2016,53
2017,50
2018,56
2019,59
2020,91
2021,86
2022,68
2023,79
2024,92
