,Documents
1980,162
1981,148
1982,157
1983,180
1984,224
1985,245
1986,251
1987,282
1988,318
1989,339
1990,414
1991,429
1992,450
1993,480
1994,570
1995,572
1996,570
1997,572
1998,690
1999,763
2000,819
2001,850
2002,1011
2003,1082
2004,1189
2005,1425
2006,1747
2007,2124
2008,2549
2009,2921
2010,3278
2011,3757
2012,5937
2013,7399
2014,8903
2015,9581
2016,9994
2017,11008
2018,12474
2019,14837
2020,18608
2021,21748
2022,23556
2023,24425
2024,27549
