,Documents
1980,85
1981,88
1982,80
1983,112
1984,111
1985,104
1986,106
1987,113
1988,140
1989,165
1990,173
1991,187
1992,159
1993,191
1994,188
1995,171
1996,203
1997,192
1998,275
1999,274
2000,349
2001,397
2002,385
2003,748
2004,546
2005,592
2006,745
2007,895
2008,1060
2009,954
2010,1299
2011,1557
2012,2316
2013,3171
2014,3261
2015,3539
2016,3446
2017,4440
2018,5423
2019,6270
2020,8474
2021,9042
2022,9298
2023,10731
2024,12253
