,Documents
1980,718
1981,912
1982,1000
1983,1084
1984,1180
1985,1003
1986,1355
1987,1302
1988,1366
1989,1266
1990,1697
1991,1686
1992,1786
1993,2127
1994,2051
1995,2156
1996,2399
1997,2682
1998,2994
1999,3196
2000,3702
2001,4082
2002,5112
2003,5374
2004,5607
2005,6228
2006,7308
2007,7886
2008,8752
2009,9844
2010,12035
2011,13324
2012,13224
2013,14489
2014,15955
2015,18264
2016,21394
2017,20674
2018,22222
2019,23709
2020,26484
2021,27148
2022,25189
2023,26572
2024,26491
