,Documents
1980,920
1981,909
1982,987
1983,1006
1984,1047
1985,1129
1986,1249
1987,1326
1988,1312
1989,1392
1990,1490
1991,1416
1992,1321
1993,1251
1994,1088
1995,1062
1996,1212
1997,1146
1998,1065
1999,1301
2000,1888
2001,1843
2002,2406
2003,2526
2004,3601
2005,4099
2006,4275
2007,4175
2008,4232
2009,5234
2010,7103
2011,8244
2012,9597
2013,13092
2014,16121
2015,15735
2016,17265
2017,20152
2018,23857
2019,28882
2020,36835
2021,39048
2022,38213
2023,39590
2024,39676
