,Documents
1980,2184
1981,2427
1982,2654
1983,2632
1984,2571
1985,2659
1986,3403
1987,3392
1988,3350
1989,3456
1990,4075
1991,4439
1992,4400
1993,5955
1994,5995
1995,6634
1996,7653
1997,8158
1998,9223
1999,9968
2000,10762
2001,11452
2002,13730
2003,14572
2004,15735
2005,17141
2006,19254
2007,20112
2008,21282
2009,24628
2010,25066
2011,28753
2012,29975
2013,33303
2014,36515
2015,38652
2016,41081
2017,43340
2018,47771
2019,47974
2020,51743
2021,52991
2022,52373
2023,54692
2024,56162
