,Documents
1980,15
1981,11
1982,18
1983,26
1984,29
1985,27
1986,19
1987,32
1988,34
1989,36
1990,41
1991,48
1992,56
1993,42
1994,43
1995,64
1996,54
1997,59
1998,61
1999,77
2000,73
2001,70
2002,114
2003,106
2004,82
2005,131
2006,147
2007,165
2008,185
2009,193
2010,186
2011,199
2012,271
2013,330
2014,408
2015,485
2016,501
2017,563
2018,641
2019,673
2020,944
2021,1173
2022,1345
2023,1573
2024,1546
