,Documents
1980,12
1981,6
1982,9
1983,9
1984,10
1985,10
1986,8
1987,5
1988,7
1989,9
1990,13
1991,12
1992,11
1993,16
1994,12
1995,25
1996,13
1997,15
1998,26
1999,22
2000,37
2001,23
2002,34
2003,27
2004,50
2005,38
2006,36
2007,41
2008,45
2009,55
2010,82
2011,76
2012,78
2013,91
2014,96
2015,97
2016,108
2017,123
2018,153
2019,224
2020,267
2021,238
2022,234
2023,224
2024,214
