,Documents
1980,14
1981,13
1982,15
1983,13
1984,19
1985,22
1986,29
1987,31
1988,52
1989,61
1990,77
1991,76
1992,78
1993,98
1994,92
1995,109
1996,98
1997,136
1998,124
1999,176
2000,158
2001,157
2002,186
2003,206
2004,179
2005,268
2006,233
2007,267
2008,355
2009,348
2010,402
2011,445
2012,616
2013,651
2014,774
2015,820
2016,987
2017,1091
2018,1205
2019,1203
2020,1388
2021,1581
2022,1554
2023,1631
2024,1590
