,Documents
1980,10
1981,10
1982,8
1983,13
1984,12
1985,12
1986,25
1987,23
1988,36
1989,32
1990,46
1991,49
1992,52
1993,44
1994,50
1995,52
1996,65
1997,73
1998,117
1999,103
2000,128
2001,171
2002,144
2003,190
2004,203
2005,198
2006,263
2007,336
2008,322
2009,408
2010,400
2011,493
2012,590
2013,601
2014,668
2015,798
2016,898
2017,929
2018,1084
2019,1172
2020,1326
2021,1534
2022,1637
2023,1873
2024,1831
