,Documents
1980,285
1981,303
1982,405
1983,500
1984,640
1985,665
1986,721
1987,933
1988,1025
1989,1227
1990,1509
1991,1672
1992,1926
1993,2207
1994,2581
1995,2882
1996,3036
1997,3654
1998,3906
1999,4828
2000,5598
2001,5965
2002,9915
2003,9380
2004,10312
2005,11614
2006,12128
2007,11883
2008,13020
2009,14167
2010,15801
2011,17005
2012,18681
2013,19485
2014,21351
2015,22379
2016,23089
2017,23706
2018,24405
2019,25350
2020,28768
2021,28719
2022,28329
2023,29471
2024,31452
