,Documents
1980,7
1981,9
1982,9
1983,20
1984,13
1985,15
1986,9
1987,27
1988,24
1989,38
1990,38
1991,37
1992,32
1993,35
1994,65
1995,63
1996,60
1997,62
1998,49
1999,83
2000,110
2001,100
2002,101
2003,137
2004,112
2005,135
2006,166
2007,194
2008,259
2009,244
2010,249
2011,298
2012,297
2013,355
2014,384
2015,384
2016,442
2017,440
2018,510
2019,612
2020,665
2021,833
2022,767
2023,856
2024,800
