,Documents
1980,172
1981,206
1982,244
1983,244
1984,238
1985,247
1986,246
1987,263
1988,334
1989,310
1990,410
1991,388
1992,355
1993,454
1994,458
1995,509
1996,619
1997,624
1998,786
1999,777
2000,839
2001,805
2002,1115
2003,1202
2004,1175
2005,1323
2006,1748
2007,1678
2008,1811
2009,1950
2010,1964
2011,1848
2012,2135
2013,2212
2014,2517
2015,2866
2016,2905
2017,2975
2018,3238
2019,3572
2020,4231
2021,3806
2022,3433
2023,3658
2024,4038
