,Documents
1980,92
1981,138
1982,116
1983,146
1984,140
1985,130
1986,147
1987,202
1988,274
1989,243
1990,261
1991,249
1992,235
1993,223
1994,228
1995,243
1996,287
1997,317
1998,368
1999,424
2000,443
2001,471
2002,509
2003,649
2004,686
2005,840
2006,994
2007,1067
2008,1284
2009,1890
2010,1864
2011,2140
2012,2598
2013,2790
2014,2837
2015,3310
2016,3481
2017,3821
2018,4372
2019,4854
2020,5739
2021,7665
2022,6823
2023,6504
2024,6020
