,Documents
1980,15
1981,10
1982,7
1983,9
1984,9
1985,5
1986,6
1987,12
1988,10
1989,19
1990,28
1991,15
1992,26
1993,22
1994,25
1995,30
1996,22
1997,25
1998,36
1999,61
2000,64
2001,71
2002,74
2003,91
2004,100
2005,101
2006,116
2007,108
2008,132
2009,140
2010,179
2011,180
2012,231
2013,288
2014,275
2015,317
2016,344
2017,469
2018,440
2019,441
2020,524
2021,537
2022,592
2023,514
2024,527
