,Documents,Share
1980,2,1.5433718353160516e-06
1981,1,7.777095985696365e-07
1982,1,7.574684495454053e-07
1983,2,1.4601471098213146e-06
1984,4,2.8089552301693025e-06
1985,3,2.0262493853710196e-06
1986,7,4.488290051256273e-06
1987,1,6.08272506082725e-07
1988,2,1.164145709133538e-06
1989,2,1.0934488744310648e-06
1990,1,5.025602934148017e-07
1991,,
1992,3,1.4438306559900203e-06
1993,3,1.380483914831505e-06
1994,2,8.734681007265945e-07
1995,8,3.2934401670432853e-06
1996,5,1.8989954693766092e-06
1997,7,2.5652526993787693e-06
1998,6,2.0635888010411492e-06
1999,5,1.6614856007350412e-06
2000,12,3.286278391049054e-06
2001,11,3.0082524569218247e-06
2002,20,4.691585711400389e-06
2003,17,3.7596562347263964e-06
2004,17,3.4595428844935964e-06
2005,21,3.9988909742364785e-06
2006,59,1.0302322527652132e-05
2007,87,1.3899808582061355e-05
2008,108,1.6232756078490787e-05
2009,101,1.400833926144984e-05
2010,117,1.5178331776797571e-05
2011,167,1.9935699609355787e-05
2012,180,2.0841877538222266e-05
2013,188,2.0677379969184106e-05
2014,257,2.673455788010976e-05
2015,246,2.5064165792732186e-05
2016,301,2.9716599406122154e-05
2017,380,3.8098373811017425e-05
2018,357,3.5718863131619806e-05
2019,361,3.5094882563384665e-05
2020,453,4.117994262261328e-05
2021,467,4.6334913317497444e-05
2022,527,5.4639811665796785e-05
2023,564,5.59246849179454e-05
2024,549,5.821630953770842e-05
