,Documents,Share
1980,1,7.716859176580258e-07
1981,,
1982,,
1983,,
1984,,
1985,,
1986,1,6.411842930366103e-07
1987,,
1988,2,1.164145709133538e-06
1989,2,1.0934488744310648e-06
1990,2,1.0051205868296034e-06
1991,1,5.019047284444467e-07
1992,5,2.406384426650034e-06
1993,2,9.203226098876701e-07
1994,2,8.734681007265945e-07
1995,7,2.8817601461628744e-06
1996,5,1.8989954693766092e-06
1997,10,3.6646467133982414e-06
1998,9,3.095383201561724e-06
1999,4,1.329188480588033e-06
2000,16,4.381704521398739e-06
2001,4,1.093909984335209e-06
2002,6,1.4074757134201167e-06
2003,7,1.5480937437108691e-06
2004,10,2.0350252261727035e-06
2005,10,1.904233797255466e-06
2006,8,1.3969250884952043e-06
2007,12,1.9172149768360488e-06
2008,21,3.1563692374843195e-06
2009,34,4.715678563260342e-06
2010,31,4.021609274194228e-06
2011,31,3.7006388496408948e-06
2012,53,6.136775052921001e-06
2013,68,7.479052329279357e-06
2014,75,7.801913778242149e-06
2015,77,7.845287666830806e-06
2016,38,3.751597267218079e-06
2017,56,5.6144971932025684e-06
2018,101,1.0105336628273392e-05
2019,121,1.1763104681910095e-05
2020,175,1.5908366355314182e-05
2021,328,3.254357937503032e-05
2022,556,5.764655652027137e-05
2023,846,8.38870273769181e-05
2024,885,9.384596346242614e-05
