,Medicine,Social Sciences,Agricultural and Biological Sciences,Engineering,Environmental Science,"Biochemistry, Genetics and Molecular Biology",Computer Science,Psychology,Materials Science,Health Professions,Arts and Humanities,Physics and Astronomy,"Economics, Econometrics and Finance","Business, Management and Accounting",Earth and Planetary Sciences,Neuroscience,Chemistry,Immunology and Microbiology,Energy,Mathematics,Nursing,Decision Sciences,Dentistry,"Pharmacology, Toxicology and Pharmaceutics",Chemical Engineering,Veterinary
1980,2,,,,1,,,,,,,,,,,,,,,,1,,,,,
1981,2,,2,,,,,,,,,,,,1,,,,,,,,,,,
1982,4,,,1,,,,,,,,,,,,,,,,,,,,,,
1983,5,,2,,,,,,,,,,,,,,,,,1,,,,,,
1984,4,,3,,,1,,,,,,,,,2,,,,,,,,,,,
1985,4,,1,,,1,,,,,,,,,,,,1,,,,,,,,
1986,10,1,4,1,2,,,,1,,,,,,,,,2,,1,,,1,,,
1987,12,2,4,1,,1,,,,1,,,,,,,,,,,,,,,,
1988,12,6,5,1,,,,,,,2,,3,,,,,,,,,,,,,
1989,14,4,9,1,2,2,,,,,1,,,,1,,1,,,,,,,,1,
1990,18,,17,1,2,,1,,1,1,1,,,,1,,,1,,,,,,,1,
1991,17,,19,2,4,3,2,,1,,,,1,1,,,,,,5,2,,,,,
1992,21,3,10,2,6,5,,,2,,,1,1,1,,,3,3,,,1,,,1,,
1993,12,3,8,2,6,2,,,,1,1,,,,,,1,,,1,2,1,,,,1
1994,13,7,9,3,6,4,1,,,3,,,1,2,1,,1,1,,1,1,,,,,
1995,20,1,17,2,3,2,1,1,,,,,1,1,1,,,2,,,2,1,,,,1
1996,16,2,20,1,6,4,1,,1,5,,,1,,,,2,1,,1,1,,,,,
1997,25,,18,3,2,4,,,,3,,,,,3,1,1,2,,1,,,,,,
1998,41,5,22,7,4,13,,,,9,1,1,1,1,,,2,5,,,,,,,,2
1999,45,6,27,1,2,9,,,2,3,,,2,,,,1,3,,,,,,,,
2000,28,2,24,6,7,1,1,,,,,,2,1,1,,,5,,2,1,,,,1,
2001,54,11,27,3,7,7,3,,2,3,1,1,2,,2,,,4,,,2,,,,,1
2002,44,7,34,6,4,7,4,,2,1,1,,2,4,2,,1,2,,2,2,,,,,
2003,55,8,59,7,6,6,3,,4,7,3,1,4,1,3,,1,3,,2,7,,,1,,
2004,53,2,52,3,9,14,4,,3,2,1,,4,,5,,1,9,,1,1,1,,1,,
2005,48,11,60,3,4,9,6,1,3,9,1,4,2,,2,,1,5,,4,2,,1,1,,2
2006,67,10,69,11,14,9,12,1,2,9,,6,6,,2,,1,13,,2,4,,1,1,1,2
2007,108,23,67,4,14,10,5,4,6,18,5,4,3,3,1,1,4,18,1,1,9,3,,2,1,3
2008,102,21,101,20,18,18,4,1,4,6,1,4,4,,1,,5,8,,2,7,,,,1,1
2009,131,17,106,26,25,15,3,3,,5,,7,5,3,9,1,5,17,1,5,5,4,,1,1,
2010,131,23,100,14,27,11,10,1,4,11,1,12,2,3,3,1,11,14,2,6,5,2,,2,,1
2011,152,14,135,25,38,28,5,1,5,5,1,3,9,4,4,,6,14,2,5,7,2,1,2,,
2012,178,32,166,46,40,34,13,3,5,18,2,8,17,9,5,1,7,26,3,15,6,3,,7,4,1
2013,208,27,130,39,31,22,20,2,7,29,4,10,8,1,9,1,12,18,1,14,15,1,1,5,,
2014,268,30,134,31,47,20,12,2,8,18,,1,12,9,5,2,9,21,1,9,23,2,,4,,
2015,296,41,176,33,64,32,18,2,7,28,6,7,8,3,15,2,7,27,8,8,23,5,1,4,,1
2016,323,38,208,47,47,41,25,4,3,25,6,9,16,6,9,4,5,29,5,10,22,2,2,1,,2
2017,323,40,223,51,74,42,15,6,7,25,4,4,19,11,14,1,3,16,9,10,23,2,3,3,,7
2018,360,57,283,44,74,42,17,5,4,40,5,18,25,7,12,5,6,23,11,13,16,2,5,6,2,4
2019,388,45,337,46,58,58,28,6,6,43,2,12,28,10,6,,13,26,7,3,28,6,5,6,,4
2020,475,62,364,74,82,69,32,1,11,57,8,16,34,17,13,2,12,26,4,25,33,4,4,9,3,
2021,513,77,286,79,103,80,34,12,11,40,7,14,42,14,11,3,7,36,14,26,36,6,11,7,,6
2022,529,83,345,69,76,62,39,15,27,48,12,20,41,24,19,2,4,29,22,32,54,5,8,10,1,5
2023,549,92,424,119,115,102,54,16,26,52,4,26,46,16,39,3,2,36,28,36,55,3,3,13,1,7
2024,470,38,371,86,106,74,44,12,17,52,6,7,34,12,20,2,5,37,21,26,31,8,6,6,3,3
