,Documents,Share
1980,404,0.0003117611107338424
1981,437,0.00033985909457493114
1982,509,0.0003855514408186113
1983,559,0.0004081111171950574
1984,650,0.0004564552249025117
1985,740,0.0004998081817248516
1986,798,0.000511665065843215
1987,1144,0.0006958637469586374
1988,1124,0.0006542498885330483
1989,1361,0.0007440919590503397
1990,1510,0.0007588660430563506
1991,1577,0.0007915037567568924
1992,1759,0.0008465660412954819
1993,2175,0.0010008508382528412
1994,2500,0.001091835125908243
1995,3443,0.0014174143118912538
1996,4494,0.0017068171278756964
1997,5610,0.0020558668062164135
1998,6205,0.0021340947517433885
1999,7045,0.002341033211435673
2000,8620,0.0023606433109035706
2001,9445,0.0025829949505115123
2002,14086,0.003304283816539294
2003,13319,0.002945580081783581
2004,13989,0.002846796788892995
2005,14956,0.0028479720671752747
2006,16122,0.0028151532845899605
2007,15902,0.0025406293801372376
2008,17247,0.0025922809637567647
2009,18308,0.002539254209887363
2010,20247,0.002626629773374534
2011,21309,0.0025437713950644462
2012,21484,0.002487593872395373
2013,22799,0.0025075722655182363
2014,24413,0.0025395749475763405
2015,24923,0.0025393260327327815
2016,26329,0.002599363274962758
2017,28067,0.002813965941457437
2018,30205,0.003022095968881166
2019,33744,0.003280447970135324
2020,39729,0.0036115627824587263
2021,41451,0.0041126948435194575
2022,45395,0.004706592505823236
2023,49745,0.004932577041211337
2024,44612,0.0047306848835997235
