,Documents,Share
1980,187,0.00014430526660205083
1981,178,0.0001384323085453953
1982,195,0.00014770634766135402
1983,198,0.00014455456387231014
1984,226,0.0001587059705045656
1985,218,0.0001472407886702941
1986,283,0.00018145515492936073
1987,279,0.0001697080291970803
1988,339,0.0001973226976981347
1989,316,0.00017276492216010826
1990,372,0.00018695242915030624
1991,411,0.0002062828433906676
1992,543,0.0002613333487341937
1993,513,0.00023606274943618736
1994,526,0.00022972211049109435
1995,534,0.0002198371311501393
1996,544,0.0002066107070681751
1997,631,0.00023123920761542905
1998,761,0.00026173184626538575
1999,828,0.0002751420154817228
2000,942,0.00025797285369735074
2001,898,0.0002455827914832544
2002,1144,0.00026835870269210227
2003,1241,0.000274454905135027
2004,1294,0.0002633322642667478
2005,1458,0.00027763728763984696
2006,2050,0.0003579620539268961
2007,1979,0.0003161807032632117
2008,2288,0.0003438939435887678
2009,2461,0.00034133191012305006
2010,2856,0.0003705069705515715
2011,3217,0.0003840308122353148
2012,4037,0.00046743699789890717
2013,5197,0.0005715975728715414
2014,9755,0.0010147689187566954
2015,6741,0.0006868192748325515
2016,7317,0.0007223799264272285
2017,8257,0.0008278375593620287
2018,9475,0.0009480006391375286
2019,11892,0.0011560895940270649
2020,14339,0.001303486086679143
2021,17301,0.0017165745938030475
2022,16901,0.0017523101650163784
2023,18146,0.0017993073271649596
2024,12005,0.0012730178433518937
