,Medicine,Social Sciences,Agricultural and Biological Sciences,Engineering,Environmental Science,"Biochemistry, Genetics and Molecular Biology",Computer Science,Psychology,Materials Science,Health Professions,Arts and Humanities,Physics and Astronomy,"Economics, Econometrics and Finance","Business, Management and Accounting",Earth and Planetary Sciences,Neuroscience,Chemistry,Immunology and Microbiology,Energy,Mathematics,Nursing,Decision Sciences,Dentistry,"Pharmacology, Toxicology and Pharmaceutics",Chemical Engineering,Veterinary
1980,,,,3,,,,,,,,1,,,1,,,,,,,,,,,
1981,,,1,12,,,5,,,,,2,,,1,,,,,,,,,,,
1982,,,,9,,,2,,,,,,,,3,,,,,,,,,,,
1983,,,,20,1,,5,,2,,,2,,,3,,1,,,,,,,,,
1984,,,,19,,,,,,,,2,,,10,,1,,,,,,,,,
1985,1,,,22,1,,7,,2,,1,6,,,11,,,,,,,,,,,
1986,,,,33,1,,3,,,,,5,,1,6,,1,,,,,,,,,
1987,,,,32,,,6,,,,,3,,,5,,,,,,,,,,,
1988,,,,46,,,1,,,,,2,,,19,,,,,,,,,,,
1989,,1,,20,,,6,,,,,1,,,17,,1,,,,,1,,,,
1990,,,,32,1,,1,,,,1,1,,,18,,,,,,,,,,,
1991,,2,,64,2,,7,1,1,3,,1,1,,10,,,,2,,,2,,,,
1992,,1,,42,,,4,,1,,,2,,,14,,,,,1,,,,,,
1993,,,,53,2,,1,,,,,9,,1,15,,1,,,,,,,,,
1994,1,,1,47,2,1,5,1,,4,,2,1,,26,,,,,,,1,,,1,
1995,,,,48,3,1,1,,1,,,11,,,22,,,,,,,,,,,
1996,1,,,90,,,3,,,3,1,4,,,15,,,,,,,4,,,,
1997,,2,,94,3,,8,,,,,18,,,17,,3,,,,,2,,,,
1998,3,1,,139,2,,2,,2,3,,16,2,,21,,1,,,,,3,,,1,
1999,1,,,129,1,2,10,,1,,,14,,,28,,1,,,,,,,,1,
2000,,1,1,257,6,,4,,7,1,,15,,,51,,2,,2,,,6,,,,
2001,,1,,243,2,,3,,1,,,18,,,31,,4,,,2,,,,,1,
2002,,2,1,264,5,,12,,1,4,1,17,2,2,32,,10,,2,1,,5,,,,
2003,,1,,237,3,,7,,4,,,15,1,3,28,,7,,1,,,3,,,,
2004,4,5,1,271,2,,11,,4,19,,12,3,4,34,,5,,2,,,7,,,1,
2005,,1,1,375,14,,8,,2,1,,11,3,5,39,,8,,3,,,3,,,,
2006,7,1,,426,17,,5,,2,10,,16,6,3,46,,2,,1,,,3,,1,2,
2007,,2,,435,14,,5,,3,,,24,,,53,,9,,1,1,,2,,,1,
2008,2,2,,312,11,,8,,8,8,2,18,1,3,47,,3,,1,,,3,,,,
2009,3,,,362,17,1,9,,2,1,1,17,1,,65,,13,,2,,,3,,,,
2010,4,4,,432,21,1,11,,4,8,,16,1,5,77,,15,,4,,,13,,,1,
2011,,,,371,13,1,5,2,4,,,14,2,2,69,,7,,,,,3,,,,
2012,3,6,4,403,19,2,4,,7,6,2,15,3,1,71,,15,,2,,,7,,,1,
2013,,4,,465,15,2,6,,4,1,,21,,1,113,,13,,,,,,,,2,
2014,3,5,,524,18,1,16,,4,5,3,20,3,5,216,,12,,2,,,4,,,1,
2015,1,1,,586,11,,12,,1,2,,31,2,1,181,,8,,3,1,,1,,,1,
2016,1,2,,499,13,1,13,,2,2,1,25,,1,118,,15,,1,1,,3,,,2,
2017,2,1,,439,9,1,11,,2,1,,14,,,108,,11,,2,,,3,,,,
2018,,,,467,5,,10,,4,2,,18,1,1,103,,6,,2,1,,3,,,1,
2019,2,2,,503,13,,13,,4,1,,16,,,126,,5,,,,,3,,,1,
2020,,3,,412,10,,18,,3,5,,14,,3,90,1,6,,1,1,,1,,,,
2021,1,2,,489,9,1,19,,4,,1,14,,,139,,7,,1,,,4,,,,
2022,,,1,404,14,,7,1,1,2,1,5,,,97,,4,,4,,,2,,,,
2023,,2,,51,7,,1,,,,1,2,,,17,,2,,,,,,,,,
2024,,,,24,1,1,,,2,,,1,,,6,,,,1,,,,,,,
