,Documents,Share
1980,6,4.630115505948155e-06
1981,8,6.221676788557092e-06
1982,13,9.84708984409027e-06
1983,16,1.1681176878570517e-05
1984,13,9.129104498050235e-06
1985,18,1.2157496312226118e-05
1986,16,1.0258948688585765e-05
1987,21,1.2773722627737226e-05
1988,14,8.149019963934766e-06
1989,24,1.3121386493172778e-05
1990,22,1.1056326455125638e-05
1991,22,1.1041904025777828e-05
1992,30,1.4438306559900203e-05
1993,37,1.7025968282921895e-05
1994,41,1.7906096064895186e-05
1995,53,2.1819041106661764e-05
1996,60,2.278794563251931e-05
1997,68,2.4919597651108043e-05
1998,80,2.7514517347215324e-05
1999,99,3.289741489455382e-05
2000,129,3.532749270377733e-05
2001,126,3.4458164506559085e-05
2002,136,3.1902782837522644e-05
2003,124,2.742337488859254e-05
2004,172,3.5002433890170505e-05
2005,194,3.694213566675604e-05
2006,222,3.8764671205741923e-05
2007,221,3.5308709156730566e-05
2008,236,3.547157809744283e-05
2009,266,3.689324993609562e-05
2010,319,4.138365672477286e-05
2011,319,3.8080767517272436e-05
2012,343,3.9715355531167984e-05
2013,396,4.355448121168567e-05
2014,417,4.337864060702634e-05
2015,441,4.4932102091849165e-05
2016,434,4.284718984138543e-05
2017,381,3.8198632689467477e-05
2018,431,4.312277313649338e-05
2019,453,4.403873075128325e-05
2020,407,3.6998314894930695e-05
2021,447,4.435054872145901e-05
2022,461,4.779687510044083e-05
2023,475,4.7099690312099405e-05
2024,337,3.573569456139843e-05
