,Medicine,Social Sciences,Agricultural and Biological Sciences,Engineering,Environmental Science,"Biochemistry, Genetics and Molecular Biology",Computer Science,Psychology,Materials Science,Health Professions,Arts and Humanities,Physics and Astronomy,"Economics, Econometrics and Finance","Business, Management and Accounting",Earth and Planetary Sciences,Neuroscience,Chemistry,Immunology and Microbiology,Energy,Mathematics,Nursing,Decision Sciences,Dentistry,"Pharmacology, Toxicology and Pharmaceutics",Chemical Engineering,Veterinary
1980,,,1,,1,,,,,,,,,,1,,,,,,,,,,,
1981,1,1,,,1,,,,,,,,,,,,,,,,,,,,,
1982,,,,,1,,,,,,,,,,,,,,,,,,,,,
1983,,,,,,,,,,,,,,,,,,1,,,,,,,,
1984,,,,,7,,,,,,1,,,,1,,,2,,,,,,,,
1985,,,,,1,,,,,,,,,,1,,,,,,,,,,,
1986,1,2,1,,1,,,,,,,,,,2,,,,,,,,,,,
1987,4,1,2,,3,,,,,,1,,,,3,,,,,,,,,,,
1988,6,,2,,,,1,,,,,,,,3,,,1,,,,,,,,
1989,8,2,1,,2,,,,,1,,,,,4,,,,,,,,,,,
1990,10,,1,,3,1,,,,,,,,,2,1,,,,,,,,,,
1991,11,1,2,,3,,,,,,,,,,4,,1,2,,,,,,,,
1992,24,2,4,,10,1,,,,,,,,,4,,,1,,,,,,,,
1993,8,5,3,,3,6,,,,,,,,,5,,,5,,,,,,1,,
1994,14,4,3,,6,1,,,,,2,,,,2,,,1,,,,,,,,
1995,13,5,5,,6,3,,,,,2,1,,,4,,,,,,,,,,,
1996,10,3,3,,10,3,,,,,,,,1,5,,,,,,,,,1,,
1997,12,2,6,,8,2,,,,,,,,,4,,,,,,,,,,,
1998,10,1,6,1,13,3,,,,,,,,,,,,,,,,,,,,
1999,8,1,3,1,9,,,,,,1,,,,3,,,,1,,,,,,,
2000,6,2,3,,8,3,1,,,1,,1,,,5,,,4,,1,,,,,,
2001,4,4,7,,4,1,,,1,,1,1,,,9,,,,,,1,,,,,
2002,2,2,6,,6,4,1,,,,3,3,1,1,5,,,1,1,,,,,,,
2003,2,9,5,,8,4,4,,2,2,,1,,,3,,,2,,,,,,,,
2004,4,12,6,,7,3,2,,,1,,1,,,6,,1,,1,,,,,,,
2005,8,9,8,2,11,2,1,,2,,1,,,,5,2,,,,1,,,,,,
2006,6,9,3,,12,5,4,2,1,2,1,2,,,13,,,,,3,,,,,,
2007,8,4,10,1,13,2,2,,1,1,,3,,1,7,,,3,,1,,,,,,
2008,5,12,15,2,15,6,5,,1,,,3,,,3,1,1,,,2,1,,,1,,
2009,9,17,13,1,22,6,1,,1,2,3,3,1,1,10,,1,,,,1,,,,,
2010,11,18,9,5,21,6,3,1,2,3,2,2,2,,7,,,,,4,,,,,,
2011,6,21,11,1,38,15,1,1,,2,2,2,,1,15,,,,,2,,,,2,,1
2012,21,12,9,3,50,12,4,,4,2,2,,,2,10,,2,4,,2,2,,,2,,1
2013,17,21,9,1,38,7,6,1,,,4,1,2,1,3,,,3,,1,,,,1,,1
2014,25,25,9,2,49,9,4,,4,2,7,1,1,,13,,1,8,,1,1,,,1,,
2015,41,42,11,10,69,15,1,3,7,3,9,3,1,1,7,4,2,1,,3,,,,1,,1
2016,67,26,15,2,62,14,2,3,4,,9,4,1,2,14,1,1,4,1,1,1,1,,,,1
2017,35,29,10,6,61,11,5,1,5,1,3,4,,,9,,,4,,1,,,,1,,
2018,37,59,22,13,51,10,7,3,6,1,11,6,3,5,16,,,5,,,,,,,,
2019,42,84,18,9,90,10,4,2,4,,12,11,10,4,26,,1,1,,1,,,1,,1,
2020,30,53,13,6,84,18,5,,,1,6,4,2,5,15,,1,4,,4,,,,,,
2021,25,56,21,4,88,12,3,2,4,7,9,13,1,3,12,,1,5,3,1,,2,,,,
2022,23,61,12,5,72,17,4,5,3,5,8,4,4,2,17,,,6,1,3,,2,,1,,
2023,25,54,13,10,94,12,8,5,1,5,10,11,1,3,16,,,3,1,5,1,,,1,,
2024,20,40,10,4,59,10,3,2,,6,9,8,3,2,4,,,2,2,2,,,,,,
