,Documents,Share
1980,28310,0.02184642832889871
1981,31347,0.024378862786362396
1982,32695,0.024765430957887028
1983,35570,0.025968716348172077
1984,37007,0.025987751550718845
1985,40403,0.027288851305715105
1986,42592,0.02730932140901531
1987,52133,0.031711070559610706
1988,56562,0.03292320480000559
1989,60827,0.033255607342509194
1990,69237,0.03479576703516062
1991,72869,0.03657329565701838
1992,75560,0.03636528145553531
1993,79727,0.036687280359257134
1994,82931,0.0362187915306786
1995,85314,0.035122069301391355
1996,91778,0.03485720123768929
1997,94507,0.03463347669431276
1998,100897,0.03470165320977481
1999,104003,0.0345598973866493
2000,113154,0.030987962088397054
2001,115166,0.03149530931398717
2002,153160,0.03592816337790418
2003,144210,0.03189294268293492
2004,140815,0.028656207722350925
2005,146985,0.027989380468959466
2006,154019,0.02689412565061786
2007,149020,0.023808614654009002
2008,151491,0.02276959676932081
2009,153113,0.021236226231072967
2010,155259,0.020141646267810377
2011,163006,0.019458914074985924
2012,168654,0.019528144524062988
2013,168693,0.018553879037987095
2014,171663,0.017857332332191757
2015,172101,0.01753482925648375
2016,174025,0.01718083459020069
2017,175939,0.017639446815622618
2018,180775,0.018087051772040813
2019,183433,0.017832575050552184
2020,193434,0.017584108214707676
2021,192086,0.019058432889731934
2022,183488,0.019024193098545958
2023,184029,0.018247808228305983
2024,157432,0.016694189513917143
