,Documents,Share
1980,,
1981,,
1982,,
1983,,
1984,,
1985,,
1986,,
1987,,
1988,,
1989,3,1.6401733116465973e-06
1990,1,5.025602934148017e-07
1991,1,5.019047284444467e-07
1992,,
1993,2,9.203226098876701e-07
1994,,
1995,2,8.233600417608213e-07
1996,1,3.7979909387532183e-07
1997,1,3.6646467133982413e-07
1998,1,3.439314668401916e-07
1999,1,3.3229712014700825e-07
2000,,
2001,,
2002,,
2003,1,2.2115624910155274e-07
2004,3,6.105075678518111e-07
2005,2,3.808467594510932e-07
2006,5,8.730781803095028e-07
2007,4,6.390716589453496e-07
2008,1,1.5030329702306284e-07
2009,4,5.547857133247462e-07
2010,2,2.5945866285124057e-07
2011,4,4.775017870504381e-07
2012,5,5.789410427283963e-07
2013,3,3.299581909976187e-07
2014,9,9.362296533890577e-07
2015,8,8.15094822527876e-07
2016,15,1.4808936581123995e-06
2017,10,1.0025887845004587e-06
2018,10,1.0005283790369695e-06
2019,15,1.4582361175921604e-06
2020,14,1.2726693084251345e-06
2021,21,2.083582825840356e-06
2022,22,2.2809788551186514e-06
2023,18,1.7848303697216617e-06
2024,12,1.27248764016849e-06
