,Medicine,Social Sciences,Agricultural and Biological Sciences,Engineering,Environmental Science,"Biochemistry, Genetics and Molecular Biology",Computer Science,Psychology,Materials Science,Health Professions,Arts and Humanities,Physics and Astronomy,"Economics, Econometrics and Finance","Business, Management and Accounting",Earth and Planetary Sciences,Neuroscience,Chemistry,Immunology and Microbiology,Energy,Mathematics,Nursing,Decision Sciences,Dentistry,"Pharmacology, Toxicology and Pharmaceutics",Chemical Engineering,Veterinary
1980,,,,,,,,,,,,,,,1,,,1,,,1,,,1,,
1981,3,,,,,,,,,,,,,,3,,,,,,,,,,,
1982,,,,,,1,,,,,,,,,3,,,,,,,,,,,
1983,,,,,,,,,,,,,,,,,,,,,,,,,,
1984,1,,,,,,,,,,,,,,3,,,,,,,,,,,
1985,,,,,,2,,,,,,,,,,,,,,,,,,,,
1986,,,,,,1,,,,,,,,,2,,,,,,,,,,,
1987,,,,,1,,,,,1,,,,,1,,,,,,,,,,,
1988,1,3,1,,3,2,,,,,,,,,2,,,,,,,,,,,
1989,2,1,1,,1,,,,,,,,,,1,,,,,,,,,,,
1990,2,,1,,3,,,,,2,,,,,,,,,,,,,,,,
1991,,2,2,,,,,,,,,,,,,,,,,,,,,,,
1992,2,,,,,1,,,,,,,,,1,,,1,,,,,,,,
1993,2,,,,1,,1,,,3,,,,,4,,,1,,1,,,,,,
1994,3,,,,,,1,,,,1,,,,3,,,,,,,,,,,
1995,1,2,,,1,,,1,,1,,,,,3,,,1,,,,,,,,
1996,4,1,,,1,,,,,1,,,,,2,,,1,,,,,,,,
1997,1,1,1,,8,2,,,,1,1,,,,2,,,,,,,,,,,
1998,4,1,1,,4,,,1,,2,,1,,1,1,,,,,,,,,,,
1999,2,,,1,8,2,1,,,2,,,,,2,,,,,,,1,,,,
2000,1,,,,15,2,,,,2,,1,,,4,,,,,,1,,,,,
2001,3,2,2,,12,,,,,2,,,,,3,,,,,,1,,,,,
2002,4,1,1,1,18,2,1,,,4,,,,,5,,,1,,,1,,,,,
2003,4,2,,,19,,,1,,2,,,,,3,,,,,,1,,,,,
2004,12,,3,,23,1,,1,,13,,,,1,4,,,,,1,2,,,,,
2005,7,2,1,,16,2,1,,,10,,,,,3,,,,,,,,,,,
2006,8,1,3,,36,,,2,,3,1,,,,5,,,,,,,,,,,
2007,4,2,,,23,4,,,,5,1,,,,17,,,1,,,1,,,,,
2008,6,1,,,16,2,,,,4,,,,,8,,,,,,,,,,,
2009,5,1,1,,23,1,,1,,4,4,,,,11,,,,,,,,,,,
2010,14,2,1,2,36,3,1,,,5,1,1,,,14,,,,,,,,,,,
2011,15,7,2,1,46,6,2,1,,5,,,,,19,,,1,,,,,,,1,
2012,15,11,1,,52,1,,2,,12,1,,1,2,23,,,3,,,1,1,,,,
2013,18,5,3,,49,7,,2,,14,1,2,1,,19,,,3,,,1,1,,,,
2014,19,12,1,2,48,10,1,,,12,1,,1,1,37,,,1,,,1,,1,,,
2015,20,20,2,3,39,2,3,3,,11,1,,,9,35,,,3,,,1,1,,,1,
2016,16,22,4,2,35,5,,4,,10,,1,,12,33,,,1,,1,,,1,,1,
2017,20,14,4,1,43,8,1,3,,10,,,1,1,35,,,2,,,,,1,,,
2018,25,14,9,,60,16,1,3,,24,,,,,35,,,2,,,,1,,,,2
2019,16,9,6,3,47,16,2,8,,9,2,,1,,26,2,,2,,,1,,,,,
2020,20,14,11,4,70,12,,3,,14,,,,1,53,,,1,,,,,,,,
2021,32,13,8,2,89,12,,5,,15,3,1,3,1,46,,,3,,,1,1,,,,
2022,33,2,6,6,66,10,3,3,,22,2,,,,45,3,,2,1,,1,,,,,
2023,32,16,3,2,93,15,2,5,,15,1,,,3,44,1,,,,,,,,,,
2024,36,18,8,6,70,15,,1,,11,2,,,1,41,,1,1,,,1,,,,,
