,Documents,Share
1980,4249,0.0032788934641289516
1981,4737,0.003684010368424368
1982,4885,0.0037002333760293047
1983,5325,0.00388764167989925
1984,5671,0.003982396277572529
1985,5852,0.003952537134397069
1986,6425,0.004119609082760221
1987,6907,0.004201338199513382
1988,7398,0.004306174978084957
1989,7671,0.004193923157880349
1990,8040,0.004040584759055005
1991,8143,0.004087010203723129
1992,8547,0.004113473538915568
1993,9335,0.0042956057816507
1994,9681,0.004228022341567081
1995,10096,0.004156321490808626
1996,10859,0.0041242383603921195
1997,11386,0.004172566747875238
1998,11765,0.004046353707374854
1999,12107,0.0040231212336198285
2000,12894,0.0035311061311822083
2001,13350,0.0036509245727187603
2002,16456,0.00386023672334024
2003,16440,0.003635808735229527
2004,16647,0.0033877064940096998
2005,16757,0.0031909245740609844
2006,18328,0.0032003553777425133
2007,18637,0.00297759462694112
2008,19557,0.00293948157988004
2009,19858,0.0027542336738007023
2010,20435,0.00265101888768255
2011,21569,0.0025748090112227245
2012,22532,0.002608939914951245
2013,23956,0.002634826141179651
2014,24453,0.0025437359682580697
2015,24908,0.002537797729940542
2016,25970,0.0025639205534119347
2017,27029,0.0027098972256262895
2018,28228,0.002824291508345557
2019,29884,0.002905195209208275
2020,34410,0.003128039350207777
2021,35085,0.0034810715926004237
2022,32155,0.003333857958470011
2023,34320,0.0034030765716026347
2024,27143,0.002878261001424444
