,Documents,Share
1980,,
1981,1,7.777095985696365e-07
1982,,
1983,3,2.1902206647319718e-06
1984,3,2.106716422626977e-06
1985,3,2.0262493853710196e-06
1986,,
1987,,
1988,,
1989,2,1.0934488744310648e-06
1990,2,1.0051205868296034e-06
1991,1,5.019047284444467e-07
1992,2,9.625537706600135e-07
1993,3,1.380483914831505e-06
1994,5,2.183670251816486e-06
1995,10,4.116800208804106e-06
1996,5,1.8989954693766092e-06
1997,3,1.0993940140194725e-06
1998,1,3.439314668401916e-07
1999,11,3.6552683216170908e-06
2000,10,2.7385653258742115e-06
2001,14,3.828684945173232e-06
2002,15,3.518689283550292e-06
2003,37,8.182781216757451e-06
2004,16,3.256040361876326e-06
2005,27,5.141431252589758e-06
2006,28,4.889237809733215e-06
2007,27,4.31373369788111e-06
2008,19,2.855762643438194e-06
2009,35,4.854374991591529e-06
2010,20,2.5945866285124053e-06
2011,30,3.5812634028782854e-06
2012,33,3.8210108820074156e-06
2013,50,5.4993031832936445e-06
2014,56,5.825428954420803e-06
2015,86,8.762269342174667e-06
2016,88,8.687909460926078e-06
2017,101,1.0126146723454632e-05
2018,98,9.805178114562301e-06
2019,120,1.1665888940737283e-05
2020,138,1.2544883183047754e-05
2021,222,2.202644701602662e-05
2022,228,2.3639235407593296e-05
2023,277,2.7466556245161125e-05
2024,254,2.6934321716899706e-05
