,Documents,Share
1980,282,0.00021761542877956328
1981,286,0.00022242494519091605
1982,244,0.0001848223016890789
1983,338,0.00024676486155980214
1984,351,0.0002464858214473563
1985,351,0.0002370711780884093
1986,408,0.000261603191558937
1987,547,0.0003327250608272506
1988,665,0.00038707844828690137
1989,624,0.00034115604882249223
1990,835,0.0004196378450013594
1991,919,0.0004612504454404465
1992,948,0.0004562504872928464
1993,972,0.0004472767884054076
1994,975,0.0004258156991042148
1995,1066,0.00043885090225851775
1996,1179,0.00044778313167900444
1997,1352,0.0004954602356514422
1998,1615,0.0005554493189469093
1999,1822,0.000605445352907849
2000,2246,0.0006150817721913479
2001,2589,0.0007080332373609641
2002,3581,0.0008400284216262397
2003,3947,0.0008729037152038286
2004,4322,0.0008795379027518425
2005,5405,0.0010292383674165794
2006,6611,0.0011543839700052245
2007,6949,0.0011102272395028087
2008,8206,0.0012333888553712536
2009,9084,0.0012599183549604986
2010,10464,0.0013574877240376906
2011,11339,0.0013535981908412292
2012,13592,0.0015737933305528724
2013,14142,0.0015554229123627746
2014,16082,0.001672938365089203
2015,16401,0.0016710462730349619
2016,17804,0.0017577220459355442
2017,19814,0.001986529417609209
2018,20971,0.0020982080636784287
2019,22096,0.002148079016954425
2020,24445,0.0022221715174608864
2021,27780,0.002756282423897385
2022,29737,0.0030831576461210607
2023,30239,0.0029984158638896295
2024,27424,0.002908058420331723
