,Documents,Share
1980,8,6.1734873412642065e-06
1981,4,3.110838394278546e-06
1982,9,6.817216045908648e-06
1983,11,8.030809104017229e-06
1984,18,1.2640298535761862e-05
1985,18,1.2157496312226118e-05
1986,19,1.2182501567695596e-05
1987,24,1.4598540145985402e-05
1988,25,1.4551821364169225e-05
1989,39,2.1322253051405764e-05
1990,45,2.2615213203666076e-05
1991,40,2.0076189137777867e-05
1992,48,2.3101290495840325e-05
1993,52,2.392838785707942e-05
1994,20,8.734681007265944e-06
1995,33,1.3585440689053552e-05
1996,55,2.0888950163142702e-05
1997,79,2.8950709035846107e-05
1998,68,2.3387339745133026e-05
1999,80,2.658376961176066e-05
2000,94,2.574251406321759e-05
2001,87,2.3792542159290795e-05
2002,80,1.8766342845601555e-05
2003,96,2.123099991374906e-05
2004,141,2.8693855689035123e-05
2005,155,2.951562385745972e-05
2006,187,3.26531239435754e-05
2007,207,3.307195835042184e-05
2008,262,3.937946382004246e-05
2009,293,4.063805350103766e-05
2010,468,6.0713327107190286e-05
2011,581,6.935713456907613e-05
2012,645,7.468339451196313e-05
2013,897,9.865749910828798e-05
2014,996,0.00010360941497505572
2015,816,8.313967189784336e-05
2016,854,8.431221226853261e-05
2017,895,8.973169621279104e-05
2018,1212,0.0001212640395392807
2019,1493,0.00014514310157100638
2020,2139,0.0001944456893372402
2021,2676,0.00026550798294994253
2022,2929,0.00030368123030193316
2023,3708,0.0003676750561626623
2024,3250,0.0003446320692122994
