,Medicine,Social Sciences,Agricultural and Biological Sciences,Engineering,Environmental Science,"Biochemistry, Genetics and Molecular Biology",Computer Science,Psychology,Materials Science,Health Professions,Arts and Humanities,Physics and Astronomy,"Economics, Econometrics and Finance","Business, Management and Accounting",Earth and Planetary Sciences,Neuroscience,Chemistry,Immunology and Microbiology,Energy,Mathematics,Nursing,Decision Sciences,Dentistry,"Pharmacology, Toxicology and Pharmaceutics",Chemical Engineering,Veterinary
1980,65,5,36,22,19,25,2,6,10,4,4,40,1,2,6,3,12,3,,2,3,1,1,2,,
1981,52,6,29,26,9,15,2,2,24,8,1,25,4,,6,3,6,1,,1,1,3,,3,,1
1982,66,13,32,25,8,27,2,12,17,12,,23,3,,8,11,11,3,,5,2,2,1,3,,2
1983,82,5,29,20,7,23,2,3,15,9,1,31,4,1,3,6,18,2,1,3,,,1,6,1,1
1984,95,9,43,41,8,28,5,3,16,10,5,25,1,4,8,7,15,2,1,5,3,,2,6,1,
1985,96,22,45,34,11,25,1,5,10,7,4,26,3,5,10,3,12,6,2,3,3,,,4,1,
1986,107,20,55,31,12,43,5,2,13,10,4,40,5,4,7,7,19,6,1,3,7,1,2,13,3,
1987,130,15,53,32,18,42,10,7,17,9,5,45,7,3,5,5,34,8,1,3,4,1,1,17,4,
1988,191,21,73,52,14,56,13,9,19,11,4,52,7,5,6,11,27,10,4,7,4,2,1,10,4,
1989,181,23,58,44,28,60,10,4,22,20,2,44,12,8,12,4,29,9,2,4,12,,1,7,5,1
1990,288,25,75,46,21,84,10,4,11,19,2,42,6,7,19,9,25,17,2,10,9,1,5,6,4,2
1991,313,24,72,53,23,90,18,11,15,26,3,49,7,2,11,15,24,15,1,6,27,2,4,7,5,1
1992,367,21,86,45,34,110,12,13,25,16,12,54,11,6,8,12,53,11,2,15,11,,5,11,7,2
1993,313,35,89,71,27,87,16,17,29,22,7,44,6,6,16,12,33,13,10,10,22,6,5,8,3,1
1994,295,34,91,55,37,73,18,10,45,19,5,43,10,5,10,8,42,21,2,12,18,4,4,10,5,3
1995,350,26,82,65,42,96,15,20,32,25,7,54,11,3,8,10,48,27,4,14,15,5,2,12,3,3
1996,352,44,61,54,41,66,13,22,32,15,3,53,14,6,15,18,40,24,1,13,12,4,3,7,5,2
1997,380,48,76,75,26,73,24,12,32,34,7,57,31,9,15,12,34,32,3,8,15,6,4,11,4,4
1998,425,59,136,66,40,108,31,14,29,28,11,45,14,16,11,11,37,22,3,8,29,7,2,8,2,1
1999,371,52,156,83,40,110,26,15,39,29,8,64,19,12,8,14,40,20,2,14,16,3,4,10,4,1
2000,386,93,208,91,41,122,55,23,30,47,11,69,25,22,20,11,41,28,4,13,26,4,7,11,4,6
2001,394,53,158,107,45,115,37,22,35,48,11,67,24,27,21,16,40,19,2,15,17,8,2,11,6,4
2002,470,82,171,125,50,122,135,19,40,68,9,81,24,29,19,24,79,31,6,13,25,5,6,17,6,5
2003,694,78,152,141,77,159,101,32,39,67,11,71,29,24,16,32,66,12,5,24,25,10,11,15,10,4
2004,765,93,167,191,81,170,147,30,45,85,13,84,34,24,18,15,71,35,6,22,25,10,9,21,15,6
2005,922,102,226,336,116,197,360,37,75,72,11,108,43,53,20,35,118,37,8,25,35,12,13,39,12,5
2006,1166,148,318,448,158,955,438,38,909,91,21,153,72,55,23,39,213,42,7,82,46,25,14,47,16,13
2007,1116,160,347,586,155,255,443,45,143,95,16,179,90,63,30,37,248,46,17,77,45,30,15,36,21,12
2008,1266,181,366,617,187,314,611,63,167,86,23,221,94,79,44,39,294,42,14,97,61,47,18,43,25,8
2009,1425,223,415,802,256,341,778,72,195,114,28,243,101,107,45,35,381,47,14,118,50,81,26,48,27,15
2010,1694,339,557,836,287,410,858,105,221,134,42,319,157,203,64,47,459,55,25,173,55,59,28,58,42,14
2011,2044,622,720,963,307,517,828,133,360,148,49,340,239,337,56,75,360,68,43,187,103,92,44,76,31,7
2012,2400,633,822,1275,359,581,1022,158,440,186,61,400,280,403,96,68,468,105,43,227,98,133,46,103,34,8
2013,2628,727,1086,1636,565,697,1251,182,550,202,140,467,287,459,79,94,432,105,92,284,136,149,50,120,41,19
2014,2929,830,1253,1982,652,765,1330,241,629,196,144,494,376,600,102,122,430,128,140,316,141,232,68,141,59,25
2015,3431,930,1409,2261,755,856,1401,318,775,281,161,511,376,562,113,153,439,122,163,294,135,190,93,134,51,32
2016,3986,1028,1608,2850,755,1029,1604,311,911,271,174,509,479,697,122,139,426,144,151,425,158,244,99,145,54,27
2017,4631,1399,1951,3685,1012,1173,1971,421,1108,390,229,609,644,935,172,204,498,194,237,509,203,345,142,185,72,29
2018,5516,1918,2274,4356,1209,1365,2442,561,1220,450,227,740,719,1116,216,234,541,208,378,617,214,509,194,205,79,37
2019,6225,2341,2688,5217,1603,1640,2954,730,1578,493,353,788,912,1594,273,300,616,267,489,905,266,596,224,242,81,40
2020,8549,3774,3649,5979,2104,2097,3165,1394,2042,732,527,882,1555,2010,285,377,691,324,654,1493,380,707,320,340,121,75
2021,10691,4750,4342,7293,2578,2516,3739,1680,2315,856,779,986,1984,2251,398,445,743,465,778,1839,407,854,534,389,119,69
2022,13403,4386,4771,7818,2863,3008,3999,1851,2604,1046,782,1120,1979,2179,401,534,831,608,960,1819,448,886,615,451,158,52
2023,13110,4728,4774,7603,2888,2998,4105,1754,3008,1036,627,1282,2024,2357,377,554,904,738,993,1439,461,939,519,362,170,63
2024,11796,2918,3604,6386,2291,2255,3357,1299,2407,884,319,1016,1270,1456,301,492,803,482,841,1006,454,705,379,309,124,51
