,Documents,Share
1980,3,2.3150577529740774e-06
1981,10,7.777095985696366e-06
1982,5,3.7873422477270264e-06
1983,4,2.920294219642629e-06
1984,7,4.91567165279628e-06
1985,5,3.3770823089516996e-06
1986,5,3.2059214651830518e-06
1987,9,5.474452554744525e-06
1988,13,7.566947109367997e-06
1989,10,5.467244372155324e-06
1990,20,1.0051205868296034e-05
1991,12,6.02285674133336e-06
1992,19,9.144260821270129e-06
1993,24,1.104387131865204e-05
1994,8,3.493872402906378e-06
1995,18,7.4102403758473915e-06
1996,12,4.557589126503862e-06
1997,19,6.962828755456659e-06
1998,19,6.53469786996364e-06
1999,28,9.30431936411623e-06
2000,23,6.298700249510687e-06
2001,29,7.930847386430265e-06
2002,30,7.037378567100584e-06
2003,30,6.6346874730465825e-06
2004,39,7.936598382073544e-06
2005,34,6.474394910668584e-06
2006,28,4.889237809733215e-06
2007,40,6.390716589453496e-06
2008,45,6.763648366037828e-06
2009,48,6.6574285598969545e-06
2010,44,5.708090582727292e-06
2011,61,7.28190225251918e-06
2012,53,6.136775052921001e-06
2013,57,6.269205628954755e-06
2014,68,7.073735158939547e-06
2015,113,1.1513214368206249e-05
2016,98,9.675171899667677e-06
2017,107,1.0727699994154907e-05
2018,98,9.805178114562301e-06
2019,99,9.624358376108259e-06
2020,117,1.0635879220410052e-05
2021,131,1.2997588104051744e-05
2022,172,1.783310741274582e-05
2023,276,2.7367399002398813e-05
2024,136,1.442152658857622e-05
