,Documents,Share
1980,8540,0.0065901977367995405
1981,9140,0.007108265730926478
1982,9123,0.006910384665202733
1983,9540,0.00696490171384767
1984,9917,0.0069641022543972435
1985,9781,0.006606248412771315
1986,10466,0.006710634810921164
1987,11901,0.007239051094890511
1988,12383,0.007207808158100301
1989,13011,0.007113431652611292
1990,14722,0.007398692639652711
1991,15801,0.007930596614150702
1992,16225,0.007808717464479359
1993,16028,0.007375465395639788
1994,16274,0.007107409935612299
1995,15832,0.006517718090578661
1996,17474,0.006636609366377374
1997,17650,0.006468101449147896
1998,18863,0.0064875792590065335
1999,20606,0.006847314457749252
2000,21750,0.00595637958377641
2001,23934,0.006545410391269723
2002,28703,0.006733129233716269
2003,30846,0.006821785659786496
2004,32881,0.006691366446178467
2005,38352,0.0073031174592341624
2006,47647,0.008319911211441376
2007,54880,0.008768063160730196
2008,59018,0.008870599983707123
2009,67036,0.00929765376960942
2010,79442,0.010305957547114126
2011,94534,0.011285038484256528
2012,118755,0.01375042870584214
2013,136457,0.015008368289654017
2014,157599,0.01639431746049579
2015,163997,0.016709138201263008
2016,185302,0.01829417044236959
2017,209594,0.02101365936985891
2018,222225,0.022234241903149054
2019,232400,0.022592938248561206
2020,293119,0.02664596821544764
2021,325846,0.032329863308036985
2022,352648,0.03656284687726737
2023,379134,0.037593882077447356
2024,334115,0.03542976732457459
