,Documents,Share
1980,27229,0.021012235851910387
1981,28708,0.022326487155737124
1982,29151,0.02208096277269811
1983,30286,0.022111007684024166
1984,32104,0.022544674677338825
1985,34187,0.02309046257922635
1986,35688,0.02288258504989055
1987,44240,0.026909975669099757
1988,48280,0.028102477418483606
1989,52729,0.02882823284993781
1990,58349,0.029323890560460263
1991,59863,0.030045522758869913
1992,60867,0.02929388017938152
1993,64592,0.02972273900893219
1994,66873,0.029205716149944775
1995,70078,0.028849712503257418
1996,77436,0.02941012263332942
1997,83834,0.030722199257102817
1998,89981,0.030947297317747275
1999,92291,0.03066803351548754
2000,97732,0.026764546642833845
2001,101172,0.027668265233790443
2002,119889,0.02812347596770406
2003,120425,0.02663274129805449
2004,128247,0.02609858801809707
2005,132327,0.025198154568942404
2006,149876,0.026170693070413406
2007,150252,0.024005448724964167
2008,169592,0.025490236748735275
2009,174122,0.024150099493882863
2010,190016,0.02465064864017066
2011,192581,0.022989442912990102
2012,206656,0.023928328025215894
2013,215910,0.023747091006098616
2014,226187,0.023529219623456755
2015,234171,0.023858946210771906
2016,249967,0.024678303002492148
2017,248599,0.024924256923802953
2018,260813,0.026095080812176912
2019,274265,0.026662875252760926
2020,288604,0.026235532363480536
2021,299570,0.02972280510176169
2022,289485,0.03001405290336467
2023,296527,0.029402799724580844
2024,220641,0.023396912117867985
