,Documents,Share
1980,2,1.5433718353160516e-06
1981,,
1982,1,7.574684495454053e-07
1983,,
1984,1,7.022388075423256e-07
1985,1,6.754164617903399e-07
1986,1,6.411842930366103e-07
1987,1,6.08272506082725e-07
1988,1,5.82072854566769e-07
1989,,
1990,3,1.507680880244405e-06
1991,14,7.026666198222253e-06
1992,3,1.4438306559900203e-06
1993,5,2.300806524719175e-06
1994,4,1.746936201453189e-06
1995,6,2.470080125282464e-06
1996,5,1.8989954693766092e-06
1997,7,2.5652526993787693e-06
1998,7,2.407520267881341e-06
1999,5,1.6614856007350412e-06
2000,13,3.560134923636475e-06
2001,1,2.7347749608380227e-07
2002,11,2.580372141270214e-06
2003,10,2.2115624910155275e-06
2004,14,2.849035316641785e-06
2005,7,1.3329636580788262e-06
2006,23,4.016159629423713e-06
2007,26,4.153965783144773e-06
2008,29,4.358795613668822e-06
2009,25,3.4674107082796635e-06
2010,30,3.891879942768608e-06
2011,39,4.655642423741771e-06
2012,47,5.442045801646925e-06
2013,43,4.729400737632535e-06
2014,43,4.473097232858831e-06
2015,40,4.07547411263938e-06
2016,63,6.219753364072078e-06
2017,62,6.216050463902843e-06
2018,59,5.90311743631812e-06
2019,61,5.9301602115414524e-06
2020,104,9.454114862586713e-06
2021,123,1.2203842265636371e-05
2022,106,1.0990170847389865e-05
2023,87,8.626680120321364e-06
2024,95,1.0073860484667213e-05
