,Medicine,Social Sciences,Agricultural and Biological Sciences,Engineering,Environmental Science,"Biochemistry, Genetics and Molecular Biology",Computer Science,Psychology,Materials Science,Health Professions,Arts and Humanities,Physics and Astronomy,"Economics, Econometrics and Finance","Business, Management and Accounting",Earth and Planetary Sciences,Neuroscience,Chemistry,Immunology and Microbiology,Energy,Mathematics,Nursing,Decision Sciences,Dentistry,"Pharmacology, Toxicology and Pharmaceutics",Chemical Engineering,Veterinary
1980,,,,,,,,,,,,,,,,,,,,,,,,,,
1981,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,,,,,,,,,,,,,,,,,,,,,,,,,,
1983,,,,,,,,,,,,,,,,,,,,,,,,,,
1984,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,,,,,,,,,,,1,,,,,,,,,,,,,,,
1986,1,,,,,,,,,,,,,,,,,,,,,,,,,
1987,,,,,,,,,,,,,,,,,,,,,,,,,,1
1988,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,1,,,,,,,,,,,,,,,,,,,,,,,,,
1990,,,,,,,,,,1,,,,,,,,,,,,,,,,
1991,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,4,,,,,1,,,,,,,,,,2,,,,,,,,,,
1994,1,,,,,,,,,,,,,,,,,,,,,,,,,
1995,,1,,,,1,,,,,,,,,,,,,,,,,,,,
1996,,1,1,,,,,,,,,,,,,,,,,,,,,,,
1997,3,,,,,,,,,,,,,,,,,,,,,,,,,
1998,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3,,,,,,,,,,,,,,,,,,,,,,,,,
2000,2,,,,,,,,,1,,,,,,,,1,,,,,,,,
2001,,,,,,,,,,,,,,,,,,,,,,,,,,2
2002,3,,,,,,,,,,,,,,,,,2,,,,,,,,
2003,2,,,,,,,1,,,,,,,,1,,1,,,,,,,,
2004,,,,,,1,,,,1,,,,,,,,,,,,,,1,,1
2005,6,,1,,,,,,,,,,,,,,,5,,,,,,,,2
2006,2,,,,1,,,,,,,,,,,1,1,3,,,,,,,,4
2007,3,,,1,2,11,,,,1,,,,,1,1,1,1,,,,,,,,1
2008,11,1,,1,,2,,,,,,,,,,,1,1,,,,,,,,2
2009,13,,1,2,,,,,,3,1,,,,,,,3,,,,,,,,
2010,9,,2,2,1,8,1,1,1,2,,1,,,,1,3,9,,,,,,,,
2011,5,,4,,1,2,,,,3,,,1,,,1,1,6,,,,,,,,
2012,12,3,2,,1,3,1,,,1,,,,,,,,7,,,,,1,,,4
2013,14,3,3,2,1,4,,2,,1,,,,,,1,1,14,,,,,1,1,,3
2014,39,4,3,2,4,8,,5,,3,,,,,,,1,36,,,,,,2,,6
2015,46,1,6,2,4,27,,,2,3,,,,,,4,,33,,,,,,,1,4
2016,57,,16,,8,16,1,,,3,,,,,,1,1,21,,1,1,,,2,,6
2017,56,1,7,1,2,20,,2,1,2,,,,,,1,,25,,,,1,,1,,6
2018,69,1,8,2,8,18,,3,3,4,,,,,,4,,26,,,,,,1,,6
2019,83,5,6,2,6,9,2,5,3,1,,,,1,,6,,31,,,,,,3,,5
2020,87,8,15,5,16,23,6,8,3,5,,,,18,,4,,41,,2,3,3,3,1,,7
2021,141,4,22,2,21,24,1,12,1,2,1,,,,2,7,1,32,,,3,,1,2,1,11
2022,140,6,17,,22,30,2,17,,22,4,,1,1,1,6,1,25,,1,4,,,,,16
2023,185,15,14,3,17,27,,17,3,16,1,1,4,3,1,4,,35,,2,2,1,,,,7
2024,131,9,15,3,13,35,3,11,1,15,,1,3,2,1,4,1,17,,,1,,1,,,9
