,Medicine,Social Sciences,Agricultural and Biological Sciences,Engineering,Environmental Science,"Biochemistry, Genetics and Molecular Biology",Computer Science,Psychology,Materials Science,Health Professions,Arts and Humanities,Physics and Astronomy,"Economics, Econometrics and Finance","Business, Management and Accounting",Earth and Planetary Sciences,Neuroscience,Chemistry,Immunology and Microbiology,Energy,Mathematics,Nursing,Decision Sciences,Dentistry,"Pharmacology, Toxicology and Pharmaceutics",Chemical Engineering,Veterinary
1980,,,,,,,,,,,,,,,,,,,,,,,,,,
1981,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,,,,,,,,,,,,,,,,,,,,,,,,,,
1983,,,,,,,,,,,,,,,,,,,,,,,,,,
1984,,1,,,,,,,,,,,,,,,,,,,,,,,,
1985,,1,,,1,,,,,,,,,,,,,,,,,,,,,
1986,,,,,,,,,,,,,,,,,,,,,,,,,,
1987,,,1,,,,,,,,,,,,,,,,,,,,,,,
1988,,1,1,,,,,,,,,,,,,,,,,,,,,,,
1989,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,,1,,,,,,,,,,,,,,,,,,,,,,,,
1993,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,,,1,,,,,,,,,,,,,,,,,,,,,,,
1995,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,,,1,,,,,,,,,,,,,,,,,,,,,,,
1997,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,,1,,,1,,,,,,,,,,,,,,,,,,,,,
1999,1,,1,,,,,,,,,,,,,,,,,,,,,,,
2000,,1,,,1,,,,,,,,,,,,,,,,,,,,,
2001,,,,,,,,,,,,,,,,,,,,,,1,,,,
2002,,,,,,,1,,,,,,,,,,,,,,,,,,,
2003,,1,,1,2,,2,1,,,1,,1,,1,,,,,,,,,,,
2004,1,2,,,,,,,,,,,1,,,,,,,,,,,,,
2005,,1,1,,1,,,,,,,,1,,,,,,,,,,,,,
2006,2,1,,,2,1,,,,,1,,3,1,,,,,,,,,,,,
2007,,1,,1,1,,2,,,,1,1,,,,,,,,2,,,,,,
2008,3,4,1,,1,,1,,,1,1,,1,,1,,,,,2,,,,,,
2009,2,2,2,,,1,2,,,,,,,1,,,,,,,,1,,,,
2010,1,3,,1,4,,3,,1,,4,,1,,,,,,,1,,,,,,
2011,,9,1,2,4,,,,,1,,,,,2,,,,,,,,,,,1
2012,1,9,,1,2,1,1,,,1,4,,1,,1,,,,,,,,,,,
2013,2,17,2,3,15,3,,,,,2,,13,3,1,,,1,,1,,1,,,,
2014,2,12,3,3,8,1,1,,,,5,1,,,4,,,,,2,,,,,,
2015,8,10,6,4,11,,2,,,1,1,,2,4,5,,,2,,1,,3,,,,
2016,4,35,3,7,14,3,1,,,3,4,,4,4,5,,1,2,,3,,1,,,,
2017,6,20,4,2,7,1,1,,,3,3,1,7,4,5,,1,1,,1,,1,,,,
2018,6,16,5,5,17,1,3,,1,3,,2,3,1,3,,,1,1,3,,2,,,1,
2019,9,10,5,7,14,3,2,2,1,2,1,1,1,2,5,,,,2,2,,,,,,
2020,15,21,8,4,15,3,6,,,,5,,3,2,3,,,1,,5,1,2,,,,
2021,12,23,7,5,22,1,6,2,,4,1,,4,5,2,,,3,,3,,2,,,,
2022,14,31,6,6,22,3,6,4,2,4,26,2,4,,2,,1,,2,3,,,,,,
2023,8,14,7,6,35,1,1,1,1,7,1,1,1,6,6,1,,1,1,3,,,,,,
2024,14,12,7,1,17,1,7,2,,3,2,,1,1,4,,,3,,3,,,,,,
