,Documents,Share
1980,52,4.0127667718217344e-05
1981,60,4.666257591417819e-05
1982,87,6.589975511045026e-05
1983,100,7.300735549106573e-05
1984,133,9.339776140312932e-05
1985,126,8.510247418558283e-05
1986,167,0.00010707777693711393
1987,170,0.00010340632603406326
1988,217,0.00012630980944098886
1989,204,0.00011153178519196861
1990,217,0.00010905558367101197
1991,257,0.0001289895152102228
1992,294,0.000141495404287022
1993,278,0.00012792484277438613
1994,311,0.00013582428966298543
1995,365,0.0001502632076213499
1996,420,0.00015951561942763518
1997,652,0.00023893496571356535
1998,546,0.00018778658089474459
1999,584,0.00019406151816585282
2000,674,0.00018457930296392186
2001,1006,0.00027511836106030506
2002,1204,0.0002824334598263034
2003,1278,0.0002826376863517844
2004,1961,0.0003990684468524672
2005,1823,0.00034714182123967146
2006,2485,0.00043391985561382285
2007,2980,0.0004761083859142855
2008,3322,0.0004993075527106147
2009,3544,0.0004915401420057252
2010,3563,0.000462225607869485
2011,4549,0.0005430389073231107
2012,5568,0.0006447087451823421
2013,6729,0.0007400962224076587
2014,7736,0.0008047413998464167
2015,9468,0.0009646647224617412
2016,9760,0.0009635681402118014
2017,10938,0.0010966316124866016
2018,12953,0.0012959844093665864
2019,11926,0.0011593949292269404
2020,14181,0.0012891231044840593
2021,15191,0.0015072241289209927
2022,13102,0.0013584265890802078
2023,13643,0.0013528022630062571
2024,11676,0.0012381304738839408
