,Documents,Share
1980,,
1981,1,7.777095985696365e-07
1982,1,7.574684495454053e-07
1983,2,1.4601471098213146e-06
1984,,
1985,,
1986,1,6.411842930366103e-07
1987,2,1.21654501216545e-06
1988,1,5.82072854566769e-07
1989,2,1.0934488744310648e-06
1990,4,2.0102411736592068e-06
1991,,
1992,1,4.812768853300067e-07
1993,,
1994,1,4.3673405036329724e-07
1995,,
1996,1,3.7979909387532183e-07
1997,2,7.329293426796483e-07
1998,9,3.095383201561724e-06
1999,3,9.968913604410248e-07
2000,11,3.012421858461633e-06
2001,6,1.6408649765028136e-06
2002,17,3.9878478546903305e-06
2003,7,1.5480937437108691e-06
2004,9,1.8315227035554332e-06
2005,10,1.904233797255466e-06
2006,9,1.5715407245571048e-06
2007,8,1.2781433178906992e-06
2008,12,1.803639564276754e-06
2009,9,1.248267854980679e-06
2010,18,2.3351279656611647e-06
2011,10,1.193754467626095e-06
2012,23,2.663128796550623e-06
2013,20,2.199721273317458e-06
2014,40,4.161020681729145e-06
2015,33,3.3622661429274886e-06
2016,23,2.2707036091056796e-06
2017,40,4.010355138001835e-06
2018,52,5.202747570992241e-06
2019,24,2.333177788147457e-06
2020,33,2.9998633698592453e-06
2021,47,4.663256800690321e-06
2022,65,6.739255708305106e-06
2023,72,7.139321478886647e-06
2024,27,2.8630971903791027e-06
