,Documents,Share
1980,1,7.716859176580258e-07
1981,,
1982,1,7.574684495454053e-07
1983,,
1984,,
1985,,
1986,,
1987,1,6.08272506082725e-07
1988,,
1989,2,1.0934488744310648e-06
1990,1,5.025602934148017e-07
1991,,
1992,,
1993,1,4.6016130494383503e-07
1994,2,8.734681007265945e-07
1995,,
1996,2,7.595981877506437e-07
1997,1,3.6646467133982413e-07
1998,1,3.439314668401916e-07
1999,2,6.645942402940165e-07
2000,3,8.215695977622635e-07
2001,3,8.204324882514068e-07
2002,6,1.4074757134201167e-06
2003,6,1.3269374946093163e-06
2004,5,1.0175126130863517e-06
2005,15,2.856350695883199e-06
2006,25,4.365390901547513e-06
2007,14,2.2367508063087236e-06
2008,15,2.2545494553459428e-06
2009,19,2.6352321382925445e-06
2010,35,4.540526599896709e-06
2011,31,3.7006388496408948e-06
2012,29,3.3578580478246984e-06
2013,56,6.159219565288882e-06
2014,70,7.2817861930260044e-06
2015,93,9.475477311886559e-06
2016,108,1.0662434338409277e-05
2017,124,1.2432100927805686e-05
2018,150,1.5007925685554541e-05
2019,182,1.769326489345155e-05
2020,270,2.4544336662484736e-05
2021,447,4.435054872145901e-05
2022,391,4.0539215106881484e-05
2023,351,3.48041922095724e-05
2024,237,2.513163089332768e-05
