,Medicine,Social Sciences,Agricultural and Biological Sciences,Engineering,Environmental Science,"Biochemistry, Genetics and Molecular Biology",Computer Science,Psychology,Materials Science,Health Professions,Arts and Humanities,Physics and Astronomy,"Economics, Econometrics and Finance","Business, Management and Accounting",Earth and Planetary Sciences,Neuroscience,Chemistry,Immunology and Microbiology,Energy,Mathematics,Nursing,Decision Sciences,Dentistry,"Pharmacology, Toxicology and Pharmaceutics",Chemical Engineering,Veterinary
1980,1,1,3,,,,,,,,,1,,,1,,2,,,,,,,,,
1981,1,,5,,1,,,,,,1,1,,,,,,,,3,,,,,,
1982,3,1,3,2,,3,,,,,,2,,,1,,2,,,,,,,,,
1983,5,,,1,,2,,,2,,1,1,1,,,,3,,,,,,,,,1
1984,2,2,2,,,,2,,,,,2,1,,3,,7,,,1,,,,,,1
1985,4,,3,1,1,,1,,,,1,4,,3,1,,,,,1,,,,,,1
1986,2,5,1,3,,1,6,,2,,4,7,,1,,,2,,,1,,3,,,,
1987,,1,1,2,1,1,,,,1,1,4,1,2,1,,,,,,,1,,,,
1988,1,1,2,8,1,2,,,,,1,2,,,1,,2,,,1,,,,,1,
1989,2,3,,2,,2,3,,1,1,1,3,2,,2,,2,,,1,,,,,,
1990,6,6,3,3,1,3,5,1,2,,,2,1,3,,,1,2,,,2,1,,1,,
1991,10,5,7,2,1,6,2,1,1,,1,5,5,3,1,,,1,,1,,1,,1,,
1992,6,7,5,,4,2,,1,,1,4,2,,1,2,1,,,,,1,,,,,2
1993,5,4,2,4,2,3,2,,,,4,4,,1,2,,1,1,,2,,,,,,1
1994,7,10,4,2,1,2,2,,,1,2,1,4,1,2,,,,,1,,1,,,,
1995,3,8,8,2,1,2,2,,,,1,,3,2,3,,,,,1,,,1,,,2
1996,4,14,8,1,6,6,5,1,1,,5,5,11,3,9,,,,,1,,,,,,1
1997,11,6,7,1,10,6,2,,,,2,3,6,2,10,,1,1,1,,,,,,,
1998,8,10,4,4,9,5,2,5,5,3,9,,14,3,5,,2,2,2,,,,,1,6,
1999,10,9,7,1,9,6,3,1,3,1,9,3,9,1,11,,,3,1,,2,,,,,
2000,15,12,5,4,5,7,3,1,10,2,11,2,15,3,5,,1,1,,,2,,,1,,
2001,5,20,11,5,7,1,2,1,4,3,8,3,12,7,7,,2,1,1,1,,1,,,,
2002,8,27,5,7,11,7,5,1,4,1,10,3,6,7,9,,1,1,1,1,,1,1,1,,
2003,13,33,8,14,16,15,10,,5,,11,1,9,7,17,,2,,3,5,,4,,2,,1
2004,18,42,15,47,29,6,23,8,4,4,23,4,28,15,17,1,4,3,1,5,1,3,,,1,
2005,19,40,15,36,33,9,25,8,13,5,19,10,16,7,23,,5,4,3,6,2,3,,1,,1
2006,34,59,19,47,26,16,24,3,7,1,22,11,23,10,24,,4,2,3,4,,3,,1,2,
2007,42,74,20,80,37,23,39,2,11,6,22,16,25,10,19,2,7,4,8,5,,6,,3,3,
2008,43,71,35,72,62,21,52,7,7,5,27,25,18,8,40,1,8,2,6,6,1,7,,5,2,3
2009,60,94,33,61,65,26,37,10,14,5,40,38,23,17,35,2,9,8,4,6,1,6,,2,1,1
2010,67,89,39,127,73,32,59,8,23,9,32,30,21,14,32,5,5,7,11,11,1,9,1,4,2,
2011,57,108,44,261,80,33,77,11,71,13,45,27,25,23,43,6,11,3,14,10,,15,1,3,1,1
2012,83,81,38,266,94,38,77,13,68,9,27,31,36,17,48,4,9,9,22,16,4,15,1,,3,2
2013,165,150,79,409,133,71,118,19,80,15,33,32,59,42,75,8,25,12,20,29,4,18,,4,1,2
2014,283,190,103,527,205,98,142,23,66,20,72,46,76,80,85,15,40,24,30,34,13,26,8,18,9,6
2015,204,167,104,247,129,86,134,20,58,19,71,38,63,61,53,9,22,23,18,29,5,27,5,15,4,2
2016,116,114,57,83,99,38,43,17,16,22,63,28,30,19,44,4,10,9,9,19,4,19,3,2,1,6
2017,104,125,57,80,72,31,41,18,17,17,50,38,28,28,70,5,6,19,11,11,5,10,4,1,3,2
2018,169,131,96,104,124,58,39,21,37,23,43,43,54,26,66,12,13,17,16,23,4,20,1,11,3,4
2019,167,167,82,117,142,55,76,36,31,21,62,75,33,39,82,12,13,21,18,15,5,21,6,6,1,
2020,277,231,123,120,163,98,69,35,41,51,88,78,55,64,98,19,17,23,23,21,14,22,6,5,6,2
2021,320,250,154,167,219,118,90,62,47,42,89,95,66,54,122,18,16,22,22,28,10,8,10,6,2,1
2022,354,227,178,228,248,176,114,72,75,41,105,125,71,47,131,22,17,18,33,34,7,15,7,11,8,4
2023,345,278,150,234,225,183,173,60,84,44,121,115,63,89,106,23,23,31,26,22,10,21,11,5,4,3
2024,280,176,112,184,195,84,100,52,54,24,79,90,78,60,87,19,19,14,20,22,14,11,7,2,10,7
