,Documents,Share
1980,1,7.716859176580258e-07
1981,6,4.666257591417819e-06
1982,4,3.0298737981816213e-06
1983,8,5.840588439285258e-06
1984,2,1.4044776150846513e-06
1985,5,3.3770823089516996e-06
1986,6,3.847105758219662e-06
1987,9,5.474452554744525e-06
1988,6,3.492437127400614e-06
1989,5,2.733622186077662e-06
1990,7,3.517922053903612e-06
1991,6,3.01142837066668e-06
1992,2,9.625537706600135e-07
1993,7,3.2211291346068453e-06
1994,10,4.367340503632972e-06
1995,6,2.470080125282464e-06
1996,8,3.0383927510025746e-06
1997,14,5.1305053987575386e-06
1998,10,3.4393146684019155e-06
1999,8,2.658376961176066e-06
2000,11,3.012421858461633e-06
2001,10,2.7347749608380225e-06
2002,11,2.580372141270214e-06
2003,5,1.1057812455077638e-06
2004,9,1.8315227035554332e-06
2005,27,5.141431252589758e-06
2006,13,2.270003268804707e-06
2007,18,2.875822465254073e-06
2008,15,2.2545494553459428e-06
2009,25,3.4674107082796635e-06
2010,33,4.281067937045469e-06
2011,38,4.536266976979161e-06
2012,37,4.284163716190132e-06
2013,44,4.839386801298408e-06
2014,36,3.744918613556231e-06
2015,59,6.011324316143085e-06
2016,104,1.0267529362912637e-05
2017,132,1.3234171955406054e-05
2018,127,1.2706710413769512e-05
2019,174,1.6915538964069063e-05
2020,139,1.263578813364955e-05
2021,196,1.9446773041176658e-05
2022,221,2.291346940823736e-05
2023,298,2.9548858343169733e-05
2024,291,3.0857825274085885e-05
