,Documents,Share
1980,1991,0.0015364266620571294
1981,2396,0.001863392198172849
1982,2296,0.0017391475601562505
1983,2379,0.0017368449871324537
1984,2601,0.001826523138417589
1985,2846,0.0019222352502553074
1986,3065,0.001965229858157211
1987,3708,0.0022554744525547445
1988,4066,0.002366708226668483
1989,4501,0.0024608066919071113
1990,4832,0.002428371337780322
1991,5163,0.0025913341129586783
1992,5643,0.002715845463917228
1993,5623,0.0025874870176991844
1994,6342,0.002769767347404031
1995,6812,0.0028043643022373573
1996,7458,0.00283254164212215
1997,8388,0.003073905663198445
1998,8660,0.002978446502836059
1999,9147,0.0030395217579846845
2000,10431,0.00285659749141939
2001,10557,0.0028871019261567004
2002,12378,0.002903622396785701
2003,13268,0.0029343011130794016
2004,14422,0.002934913381186273
2005,15303,0.0029140489799400395
2006,16916,0.0029537980996231098
2007,18287,0.0029216758567834024
2008,20318,0.0030538623889145907
2009,23556,0.00326713306576943
2010,23402,0.0030359258140223657
2011,25302,0.003020437553987546
2012,26197,0.0030333036992711594
2013,28320,0.0031148053230175203
2014,29321,0.003050132185224507
2015,30779,0.003135975442823187
2016,33276,0.003285214491156547
2017,32714,0.0032798689496148004
2018,36675,0.003669437830118085
2019,36891,0.0035863859076061596
2020,42525,0.003865733024341346
2021,44041,0.004369670058706435
2022,43686,0.004529401921123336
2023,44160,0.00437878384038381
2024,35140,0.0037262679729600616
