,Medicine,Social Sciences,Agricultural and Biological Sciences,Engineering,Environmental Science,"Biochemistry, Genetics and Molecular Biology",Computer Science,Psychology,Materials Science,Health Professions,Arts and Humanities,Physics and Astronomy,"Economics, Econometrics and Finance","Business, Management and Accounting",Earth and Planetary Sciences,Neuroscience,Chemistry,Immunology and Microbiology,Energy,Mathematics,Nursing,Decision Sciences,Dentistry,"Pharmacology, Toxicology and Pharmaceutics",Chemical Engineering,Veterinary
1980,,,2,,4,,,,,,,,,,,,,,,,,,,,,
1981,,,1,,3,,,,,,,,,,2,,1,,,,,,,,,
1982,1,,,1,4,,1,,,1,1,,,,1,1,,,,,,,,,,
1983,,2,,,9,,,,,,,,,,6,,,,,,,,,,,
1984,,,2,,7,,,,,,,,,,4,,,,,,,1,,,,
1985,2,,,,6,,,,,,,,,,3,,1,,,,1,,,,,
1986,2,1,,,12,,,,,,,,,,1,,1,,,,,,,,,
1987,2,,,1,8,1,,,,2,,,,,1,,2,,,,,,,,,
1988,,,2,1,8,1,,,,1,,2,,,,,1,,,,,,,,,
1989,5,1,,,3,1,,,,1,,,,,2,,1,,,,,,,,,
1990,6,,,1,7,,,,,,1,1,,,2,,,,,,,,,1,,
1991,5,,,3,12,2,,,,,,,,,1,,1,,,,1,1,,,,
1992,12,,,1,6,,,,,1,,,,,4,,1,,,,,,,,,
1993,6,,1,4,10,1,,,,1,1,,,,2,,1,,,,,,,,,
1994,15,1,,1,4,1,,,,,,,,,3,,1,,,,,,,,,
1995,7,,1,,8,2,1,,,,,2,,,1,,,,,,,,,,,
1996,5,1,2,3,22,,,,2,1,,3,,,3,,3,,1,,,,,,,
1997,12,1,,1,13,2,,,,,,1,,,4,,,1,,,,,,,,
1998,10,1,1,4,12,,,,,,,1,,,8,,1,,,,,,,,,
1999,10,,2,1,21,1,,,,1,1,1,,,6,1,3,,,,,,,,,
2000,10,,,2,14,1,,,1,1,,,,,4,,,,,,,,,,,
2001,17,,1,,18,,,,1,,,,,,1,,1,,,,,,,,,
2002,19,,1,4,16,1,,,,1,,,,1,7,,,,,,,,,,,
2003,15,,1,,22,2,,,1,2,1,,,1,7,,,,,,,,,,,
2004,27,1,4,5,17,6,,,1,1,,,,,7,1,,,,1,1,,,,,
2005,24,1,2,3,20,5,,,1,1,,1,2,,11,,,,,,,,,,,1
2006,23,1,4,2,23,4,,,2,3,1,3,1,1,12,,,,,,,1,,,,
2007,30,4,7,2,20,5,,1,1,1,1,1,2,2,9,,1,,,,,2,,,,
2008,25,,2,2,32,8,1,,,2,2,,2,2,12,,,,1,,,1,1,,,
2009,30,3,6,3,26,6,1,,,5,,,3,4,17,,2,2,,3,2,,,,,1
2010,41,3,,2,31,6,,3,,1,,1,1,1,13,,1,1,,,,1,,,,
2011,50,4,1,,28,5,,3,2,,3,8,8,4,14,,2,,,,,,,,,
2012,75,4,2,2,31,7,1,2,2,2,4,3,2,3,6,1,,1,,1,,,2,,,
2013,71,5,,2,26,9,,2,1,5,1,2,3,7,8,,2,2,,,,,,,,
2014,68,6,2,3,30,10,1,2,5,4,1,1,4,7,8,2,1,1,,,,1,,,,
2015,76,8,1,2,37,14,1,3,1,6,5,4,4,9,10,1,2,,,,1,,,,,
2016,68,10,5,1,42,19,,1,,5,,2,4,10,10,5,2,3,,,1,,,,,
2017,110,8,2,1,47,20,1,2,1,2,2,1,2,10,9,3,2,,,,2,1,,,,
2018,85,11,,3,51,13,1,1,,5,5,5,7,12,9,1,,,,,,1,,,,
2019,108,8,5,3,65,18,3,,,5,5,5,9,28,13,2,2,5,1,1,,2,,,,
2020,123,11,6,4,61,27,1,7,,4,1,1,7,34,27,3,2,3,,,,3,,,,3
2021,139,11,5,4,76,13,2,6,,6,1,1,9,16,14,3,,2,,,,2,,1,,2
2022,119,9,5,7,75,11,5,2,4,6,4,,13,26,30,4,,3,,,,1,,,,1
2023,117,14,2,1,77,13,2,2,,7,3,3,12,29,28,3,,6,,,,2,1,1,,1
2024,107,13,4,3,61,12,4,2,2,5,,,1,20,17,6,3,6,1,1,1,,,1,,
