,Output,AI vs DShareC,AI vs CShareD,F-Measure vs DShareC,F-Measure vs CShareD,Geometric Aggregtion vs DShareC,Geometric Aggregtion vs CShareD,AI vs RSI,AI vs F-Measure,CShareD vs Output,DShareC vs CShareD
AT,35140.0,0.13979149777395047,1.0,0.5319266503374896,0.6121775085310749,0.9466920137395809,0.23208777121762258,0.9673023820628092,0.6121775085310754,0.13979149777395017,0.13979149777395009
CR,3977.0,0.4802413094763243,0.9999999999999998,0.5317084522712335,0.9916552801991237,0.9553681971878535,0.5833808486674648,0.9586672970359853,0.9916552801991232,0.48024130947632465,0.48024130947632465
MO,8296.0,0.4563188555586399,1.0000000000000002,0.5272807644719939,0.9895742618855702,0.9580906668530742,0.5537250226597716,0.9555708312828947,0.9895742618855704,0.45631885555863977,0.45631885555863977
NE,602.0,0.5177705770366006,0.9999999999999999,0.5233598519470052,0.9999235214794979,0.9569435063441448,0.5741964186472318,0.8691996400906126,0.999923521479498,0.5177705770366006,0.5177705770366005
AG,885.0,0.5111106767000386,1.0,0.5213643786918378,0.9998257062069311,0.9558498254756328,0.6121453077044499,0.9047888068796905,0.999825706206931,0.5111106767000386,0.511110676700039
MG,694.0,0.5093995082012821,1.0000000000000002,0.5141117560001321,0.9999607915418397,0.9664699941630583,0.5688068414153564,0.9119181016959406,0.99996079154184,0.5093995082012821,0.5093995082012821
PH,12887.0,0.42038954022879543,1.0,0.5092390784304978,0.9804255643875474,0.9530163011218996,0.5867458869578315,0.9714171109899576,0.9804255643875474,0.42038954022879543,0.4203895402287955
VG,36.0,0.5059930585579516,1.0,0.5061071221608024,0.999999986930863,0.9867163756672347,0.6250336700897958,0.8803743354854786,0.9999999869308631,0.5059930585579513,0.5059930585579515
MV,206.0,0.5003686841991687,1.0,0.5017974938345183,0.9999951960909714,0.9733164585345468,0.5257513070898472,0.9117827945166265,0.9999951960909714,0.5003686841991689,0.5003686841991689
BO,1719.0,0.47766183984231114,0.9999999999999999,0.4989921626497822,0.9985345953950729,0.9487863483161775,0.5939966197327526,0.9591366131164826,0.9985345953950727,0.4776618398423111,0.47766183984231114
PK,47605.0,0.047136149683967926,1.0000000000000004,0.49019546058191626,0.7088899049651912,0.9392603883361634,0.22033649700664656,0.9486101703234225,0.7088899049651913,0.04713614968396776,0.04713614968396778
IL,27143.0,0.3625153970987165,0.9999999999999998,0.48880103262018226,0.9655683868570548,0.9277149222881592,0.5481291114914294,0.9711242369887118,0.9655683868570546,0.36251539709871666,0.36251539709871666
TG,654.0,0.47992169617058694,0.9999999999999997,0.487503734633373,0.9998637038118898,0.967757871670434,0.4819899563128428,0.8939972946495042,0.9998637038118903,0.479921696170587,0.4799216961705869
UA,33086.0,0.26876008513472444,1.0000000000000002,0.4821085883443628,0.9125195582044425,0.9582520776177386,0.43297855190035034,0.9263440110307806,0.9125195582044424,0.2687600851347246,0.2687600851347246
ZA,36736.0,0.11828818880221764,1.0000000000000002,0.4780048117513738,0.7763989615670057,0.9519279552064048,0.26876017313717,0.9848033750314472,0.776398961567006,0.1182881888022177,0.11828818880221766
ST,310.0,0.46974607528640266,1.0,0.4708248475189762,0.9999975338706075,0.97456654517205,0.561944228018232,0.8142039551702748,0.9999975338706076,0.46974607528640244,0.46974607528640255
AR,20473.0,0.1850252425241085,0.9999999999999999,0.4675885946464795,0.7929243365139468,0.9513696213902361,0.3239216203124538,0.9415841050182061,0.7929243365139464,0.18502524252410887,0.18502524252410882
NP,8806.0,0.3295365416853556,1.0,0.465953830965359,0.9592853066413884,0.9424856324719041,0.3719508826503794,0.9646455888845448,0.9592853066413887,0.3295365416853551,0.32953654168535523
GF,329.0,0.46314773477798393,1.0,0.46576146802321344,0.9999870539349858,0.9701345579921677,0.551730724190973,0.9367641247693465,0.9999870539349855,0.4631477347779838,0.46314773477798393
FI,27291.0,0.15910866005359256,1.0000000000000002,0.46553550216115774,0.8041043433535472,0.9578477961514799,0.2927822358660356,0.9888623130312076,0.8041043433535466,0.15910866005359287,0.15910866005359284
NO,32300.0,0.24011139651826216,0.9999999999999999,0.45796099673618845,0.9056420343733651,0.9471884935763525,0.4187559618278468,0.9618108991185917,0.9056420343733653,0.24011139651826194,0.240111396518262
BH,2297.0,0.44353092616296586,1.0000000000000002,0.45763229746909917,0.999280789104617,0.9432623313847003,0.5770919531680708,0.9136855116545654,0.9992807891046168,0.44353092616296624,0.44353092616296597
