,Output,AI vs DShareC,AI vs CShareD,F-Measure vs DShareC,F-Measure vs CShareD,Geometric Aggregtion vs DShareC,Geometric Aggregtion vs CShareD,AI vs RSI,AI vs F-Measure,DShareC vs CShareD
BW,1170.0,0.30213347492512466,1.0,0.3217242622041313,0.9991304347826087,0.9925998888030031,0.35130434782608694,1.0,0.9991304347826087,0.30213347492512466
DJ,60.0,0.315973930443671,1.0,0.315973930443671,1.0,0.9663997989592978,0.44642857142857145,1.0,1.0,0.315973930443671
YE,3250.0,0.20417237856128537,1.0,0.29856362895142735,0.984957264957265,0.987346158972246,0.27384615384615385,1.0,0.984957264957265,0.20417237856128537
SM,48.0,0.29716081940637273,1.0,0.29716081940637273,1.0,0.9707253433941511,0.4725274725274725,1.0,1.0,0.29716081940637273
CY,6510.0,0.13745939677734229,1.0,0.2971448154216678,0.9726495726495726,0.9957257796408476,0.16923076923076924,1.0,0.9726495726495726,0.13745939677734229
TH,27424.0,-0.07282051282051281,1.0,0.28957264957264955,0.8837606837606837,0.9022222222222223,0.29025641025641025,1.0,0.8837606837606837,-0.07282051282051281
GY,291.0,0.2744772171379876,1.0,0.28579586526738915,0.9988706945228685,0.9977388326067468,0.2930547713156409,1.0,0.9988706945228685,0.2744772171379876
BJ,1417.0,0.2843456985622122,1.0,0.2843456985622122,1.0,0.9881954000573633,0.3483760683760684,1.0,1.0,0.2843456985622122
KP,123.0,0.2830705875590797,1.0,0.2830705875590797,1.0,0.991631652042901,0.3684210526315789,1.0,1.0,0.2830705875590797
DM,22.0,0.27774602993176545,1.0,0.27774602993176545,1.0,0.9258200997725515,0.6,1.0,1.0,0.27774602993176545
SC,95.0,0.27609440361293197,1.0,0.27609440361293197,1.0,0.9878044218151566,0.3575757575757576,1.0,1.0,0.27609440361293197
HR,10562.0,0.12275602846533802,1.0,0.26568644600993774,0.9507692307692308,0.9882031260858688,0.2,1.0,0.9507692307692308,0.12275602846533802
VI,78.0,0.25312121949531213,1.0,0.25312121949531213,1.0,0.9876690721483747,0.35784313725490197,1.0,1.0,0.25312121949531213
BM,57.0,0.24374308156889266,1.0,0.24374308156889266,1.0,0.9510759457296007,0.4090909090909091,1.0,1.0,0.24374308156889266
BG,8769.0,0.039316239316239315,1.0,0.24307692307692308,0.9432478632478632,0.9733333333333334,0.18495726495726494,1.0,0.9432478632478632,0.039316239316239315
BI,638.0,0.19760621056754282,1.0,0.23590873596389472,0.9904347826086957,0.9980419401572151,0.22434782608695653,1.0,0.9904347826086957,0.19760621056754282
SB,10.0,0.20701966780270628,1.0,0.20701966780270628,1.0,0.8280786712108251,0.7142857142857143,1.0,1.0,0.20701966780270628
MS,27.0,0.1926686588971131,1.0,0.1926686588971131,1.0,0.9082951062292475,0.5333333333333333,1.0,1.0,0.1926686588971131
CU,1773.0,0.16172517529164254,1.0,0.1879092512912418,0.9984615384615385,0.9973052476317956,0.20076923076923076,1.0,0.9984615384615385,0.16172517529164254
LY,1610.0,0.11837156380198798,1.0,0.17550465962549083,0.9938461538461538,0.9804997163482588,0.2505982905982906,1.0,0.9938461538461538,0.11837156380198798
TG,654.0,0.1681456184841235,1.0,0.1681456184841235,1.0,0.9973040582567508,0.18846153846153846,1.0,1.0,0.1681456184841235
SS,1962.0,0.09027184265974718,1.0,0.16618225580544368,0.987008547008547,0.9991451676203835,0.10358974358974359,1.0,0.987008547008547,0.09027184265974718
OM,4687.0,0.011285910372734367,1.0,0.14808482398163578,0.9808547008547008,0.9958960910728023,0.04,1.0,0.9808547008547008,0.011285910372734367
KI,16.0,0.1386206560167344,1.0,0.1386206560167344,1.0,0.8416254115301731,0.45,1.0,1.0,0.1386206560167344
BA,2541.0,0.1152333749103591,1.0,0.1207043956776165,0.9986324786324786,0.988887003681776,0.19247863247863248,1.0,0.9986324786324786,0.1152333749103591
MN,1854.0,0.10603729803472012,1.0,0.11698308363830412,0.9986324786324786,0.998118824726817,0.13094017094017094,1.0,0.9986324786324786,0.10603729803472012
AF,1243.0,0.10502910429829569,1.0,0.11050293383827202,0.9986324786324786,0.9958948619294422,0.16034188034188035,1.0,0.9986324786324786,0.10502910429829569
ER,98.0,0.10196775042505074,1.0,0.10196775042505074,1.0,0.9733285267845753,0.2992481203007519,1.0,1.0,0.10196775042505074
BT,237.0,0.09384250110966988,1.0,0.09384250110966988,1.0,0.9914854906960915,0.18956521739130436,1.0,1.0,0.09384250110966988
AW,48.0,0.08277347489984159,1.0,0.08277347489984159,1.0,0.9293203772845852,0.34265734265734266,1.0,1.0,0.08277347489984159
MP,15.0,0.08183170883849715,1.0,0.08183170883849715,1.0,0.8728715609439696,0.42857142857142855,1.0,1.0,0.08183170883849715
VU,47.0,0.05458914334264334,1.0,0.05458914334264334,1.0,0.9607689228305227,0.27972027972027974,1.0,1.0,0.05458914334264334
RS,11080.0,-0.34638400232698446,1.0,0.0420584721482913,0.8441025641025641,0.9926483304592654,-0.27658119658119656,1.0,0.8441025641025641,-0.34638400232698446
TO,31.0,0.025649458802128853,1.0,0.025649458802128853,1.0,0.9746794344808964,0.13333333333333333,1.0,1.0,0.025649458802128853
GQ,12.0,0.0,1.0,0.0,1.0,0.6123724356957945,0.7857142857142857,1.0,1.0,0.0
VC,29.0,-0.1091089451179962,1.0,-0.1091089451179962,1.0,0.8728715609439696,0.23809523809523808,1.0,1.0,-0.1091089451179962
AS,21.0,-0.14864320106631715,1.0,-0.14864320106631715,1.0,0.9530652303663865,0.08333333333333333,1.0,1.0,-0.14864320106631715
TV,7.0,-0.7378647873726218,1.0,-0.7378647873726218,1.0,0.9486832980505138,-0.6,1.0,1.0,-0.7378647873726218
KM,,,,,,,,,,
YT,,,,,,,,,,
SH,,,,,,,,,,
AQ,,,,,,,,,,
BV,,,,,,,,,,
HM,,,,,,,,,,
IO,,,,,,,,,,
CX,,,,,,,,,,
CC,,,,,,,,,,
AX,3.0,,1.0,,1.0,,1.0,1.0,1.0,
GG,,,,,,,,,,
AI,,,,,,,,,,
BQ,1.0,,,,,,,,,
BL,,,,,,,,,,
MF,,,,,,,,,,
PM,,,,,,,,,,
CK,,,,,,,,,,
MH,,,,,,,,,,
NR,,,,,,,,,,
NU,5.0,,1.0,,1.0,,1.0,1.0,1.0,
NF,,,,,,,,,,
PN,,,,,,,,,,
TK,,,,,,,,,,
WF,,,,,,,,,,
GS,,,,,,,,,,
