,Output,AI vs DShareC,AI vs CShareD,F-Measure vs DShareC,F-Measure vs CShareD,Geometric Aggregtion vs DShareC,Geometric Aggregtion vs CShareD,AI vs RSI,AI vs F-Measure,DShareC vs CShareD
MAURITANIA,79.0,0.743171976727573,1.0,0.743171976727573,1.0,0.9874208829065749,0.7705882352941177,1.0,1.0,0.743171976727573
BAHAMAS,72.0,0.47164030921962996,1.0,0.47164030921962996,1.0,0.9654754565201837,0.6285714285714286,1.0,1.0,0.47164030921962996
ANDORRA,72.0,0.2744770049397121,1.0,0.2744770049397121,1.0,0.977560409900667,0.4241486068111455,1.0,1.0,0.2744770049397121
FRENCH GUIANA,69.0,0.4558560028174416,1.0,0.4558560028174416,1.0,0.9894548898363074,0.5314685314685315,1.0,1.0,0.4558560028174416
NETHERLANDS ANTILLES,68.0,0.8043660698616355,1.0,0.8043660698616355,1.0,0.9799459769023284,0.8470588235294118,1.0,1.0,0.8043660698616355
CAPE VERDE,60.0,0.6267880116552966,1.0,0.6267880116552966,1.0,0.9862693712811286,0.6727272727272727,1.0,1.0,0.6267880116552966
SURINAME,56.0,0.6315938304422408,1.0,0.6315938304422408,1.0,0.9931584145359874,0.6727272727272727,1.0,1.0,0.6315938304422408
BERMUDA,55.0,0.7704562451857231,1.0,0.7704562451857231,1.0,0.9805806756909202,0.8076923076923077,1.0,1.0,0.7704562451857231
SOUTH SUDAN,55.0,0.42451545629481824,1.0,0.42451545629481824,1.0,0.9707253433941511,0.5604395604395604,1.0,1.0,0.42451545629481824
GUINEA BISSAU,49.0,0.6668859288553501,1.0,0.6668859288553501,1.0,0.9746794344808963,0.7363636363636363,1.0,1.0,0.6668859288553501
TIMOR-LESTE,45.0,0.6915127277088753,1.0,0.6915127277088753,1.0,0.9162209254943512,0.8676470588235294,1.0,1.0,0.6915127277088753
ERITREA,45.0,0.5953157881107844,1.0,0.5953157881107844,1.0,0.9561828874675149,0.7318681318681318,1.0,1.0,0.5953157881107844
VATICAN,43.0,0.748554161923727,1.0,0.748554161923727,1.0,0.9128709291752768,0.9,1.0,1.0,0.748554161923727
SAMOA,42.0,0.29634711463065444,1.0,0.29634711463065444,1.0,0.9816498172140429,0.3939393939393939,1.0,1.0,0.29634711463065444
ANTIGUA & BARBUDA,42.0,0.7954175359555663,1.0,0.7954175359555663,1.0,0.9636241116594316,0.8681318681318682,1.0,1.0,0.7954175359555663
BELIZE,41.0,0.3499983380935084,1.0,0.3499983380935084,1.0,0.918371707647069,0.6318681318681318,1.0,1.0,0.3499983380935084
SAN MARINO,39.0,0.5130079155199037,1.0,0.5130079155199037,1.0,0.838330008288623,0.8741258741258742,1.0,1.0,0.5130079155199037
DJIBOUTI,37.0,0.7089709925483887,1.0,0.7089709925483887,1.0,0.918371707647069,0.8571428571428571,1.0,1.0,0.7089709925483887
SAO TOME & PRINCIPE,36.0,0.5428571428571428,1.0,0.5428571428571428,1.0,1.0,0.5428571428571428,1.0,1.0,0.5428571428571428
SOLOMON ISLANDS,33.0,0.2959320151246863,1.0,0.2959320151246863,1.0,0.9574271077563381,0.5,1.0,1.0,0.2959320151246863
COMOROS,33.0,0.3427417128545005,1.0,0.3427417128545005,1.0,0.9589475583056769,0.4965034965034965,1.0,1.0,0.3427417128545005
VANUATU,30.0,0.872081599272381,1.0,0.872081599272381,1.0,0.9746794344808964,0.9166666666666666,1.0,1.0,0.872081599272381
PALAU,22.0,0.7297691588509917,1.0,0.7297691588509917,1.0,0.9543135154205277,0.8571428571428571,1.0,1.0,0.7297691588509917
TONGA,20.0,0.5048230736578901,1.0,0.5048230736578901,1.0,0.9244162777371754,0.7090909090909091,1.0,1.0,0.5048230736578901
DOMINICA,18.0,-0.4629100498862757,1.0,-0.4629100498862757,1.0,0.9258200997725514,-0.21428571428571427,1.0,1.0,-0.4629100498862757
MICRONESIA,15.0,0.31622776601683794,1.0,0.31622776601683794,1.0,0.9486832980505138,0.4,1.0,1.0,0.31622776601683794
SAINT VINCENT & GRENADINES,12.0,-0.22360679774997896,1.0,-0.22360679774997896,1.0,0.8944271909999159,0.0,1.0,1.0,-0.22360679774997896
TURKMENISTAN,12.0,0.04564354645876384,1.0,0.04564354645876384,1.0,0.7302967433402214,0.6333333333333333,1.0,1.0,0.04564354645876384
KIRIBATI,9.0,0.8783100656536799,1.0,0.8783100656536799,1.0,0.8783100656536799,1.0,1.0,1.0,0.8783100656536799
EQUATORIAL GUINEA,9.0,0.0,1.0,0.0,1.0,0.7071067811865475,0.7,1.0,1.0,0.0
SAINT LUCIA,8.0,0.2581988897471611,1.0,0.2581988897471611,1.0,0.7745966692414834,0.8,1.0,1.0,0.2581988897471611
COOK ISLANDS,6.0,0.0,1.0,0.0,1.0,0.8944271909999159,0.4,1.0,1.0,0.0
MARSHALL ISLANDS,5.0,-0.7745966692414834,1.0,-0.7745966692414834,1.0,0.7745966692414834,-0.2,1.0,1.0,-0.7745966692414834
SAINT-MARTIN,4.0,,1.0,,1.0,,1.0,1.0,1.0,
TUVALU,3.0,,1.0,,1.0,,1.0,1.0,1.0,
NIUE,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NAURU,1.0,,,,,,,,,
FRENCH POLYNESIA,1.0,,,,,,,,,
USSR,,,,,,,,,,
YUGOSLAVIA,,,,,,,,,,
CZECHOSLOVAKIA,,,,,,,,,,
GERMANY (GER DEM REP),,,,,,,,,,
SERBIA & MONTENEGRO,,,,,,,,,,
SENEGAMBIA,,,,,,,,,,
SWAZILAND,,,,,,,,,,
W IND ASSOC ST,,,,,,,,,,
AMERICAN SAMOA,,,,,,,,,,
