,Output,AI vs DShareC,AI vs CShareD,F-Measure vs DShareC,F-Measure vs CShareD,Geometric Aggregtion vs DShareC,Geometric Aggregtion vs CShareD,AI vs RSI,AI vs F-Measure,CShareD vs Output,DShareC vs CShareD
Materials Science,179414.0,1.0,0.7253382058920851,0.7396053636472596,0.9991786351083851,0.9499293678157719,0.8693796054329148,1.0,0.7396053636472596,1.0,0.7253382058920851
Space Science,18690.0,1.0,0.6289722602676079,0.7129472271914132,0.98560393994832,0.8871925313059034,0.8818539486194468,1.0,0.7129472271914132,1.0,0.6289722602676079
Physics,120167.0,1.0,0.6377310655063377,0.6510715528815076,0.9992532565664731,0.9169931878076675,0.8308181945924707,1.0,0.6510715528815076,1.0,0.6377310655063377
Chemistry,235686.0,1.0,0.6415124770641414,0.6499012918409658,0.9996580637453698,0.9299726941440868,0.8370006586560849,1.0,0.6499012918409658,1.0,0.6415124770641414
Computer Science,75009.0,1.0,0.5781919733263341,0.6075234384864283,0.9984816665767791,0.9074782576948061,0.8300180586612674,1.0,0.6075234384864283,1.0,0.5781919733263341
Engineering,319145.0,1.0,0.580710640606195,0.5917165405445491,0.9996876528885237,0.9400844258355872,0.7603205333721558,1.0,0.5917165405445491,1.0,0.580710640606195
Biology & Biochemistry,89531.0,1.0,0.48617719090140643,0.5046965423998275,0.99951866602241,0.888408162006945,0.7783295970252188,1.0,0.5046965423998275,1.0,0.48617719090140643
Economics & Business,45936.0,1.0,0.45645696010977316,0.5039317732643046,0.9970732778780784,0.8300847554242607,0.8231782590735248,1.0,0.5039317732643046,1.0,0.45645696010977316
Mathematics,56426.0,1.0,0.4142232962299733,0.4524483911874254,0.9978153391670121,0.8361631509459809,0.78795872598224,1.0,0.4524483911874254,1.0,0.4142232962299733
Neuroscience & Behavior,57911.0,1.0,0.411998449251022,0.4464590962027684,0.9984402505295074,0.8717803488255755,0.7490823993406518,1.0,0.4464590962027684,1.0,0.411998449251022
Psychiatry/Psychology,61619.0,1.0,0.35890071283352293,0.39610118450891313,0.9980719922402113,0.8455097286892231,0.7290310727089074,1.0,0.39610118450891313,1.0,0.35890071283352293
Pharmacology & Toxicology,61793.0,1.0,0.23022985607967206,0.2571659478534224,0.9991235632056588,0.7125706499146982,0.7760327808827463,1.0,0.2571659478534224,1.0,0.23022985607967206
Molecular Biology & Genetics,48058.0,1.0,0.14695469950913378,0.18799671921939465,0.9984319048251745,0.7834025832145874,0.6466171725085479,1.0,0.18799671921939465,1.0,0.14695469950913378
Agricultural Sciences,78434.0,1.0,-0.01540754430248871,0.014813656150410498,0.998948829395418,0.7463814614223987,0.5401756487697208,1.0,0.014813656150410498,1.0,-0.01540754430248871
Geosciences,74557.0,1.0,-0.04185407773761578,-0.020778033992378882,0.999526570047343,0.7871262312417462,0.44425138388129,1.0,-0.020778033992378882,1.0,-0.04185407773761578
Multidisciplinary,4025.0,1.0,-0.3696449351802397,-0.061824839207515296,0.9161353627406744,0.2190873625498284,0.7151460440327385,1.0,-0.061824839207515296,1.0,-0.3696449351802397
Clinical Medicine,413753.0,1.0,-0.06730457960556344,-0.06262183032792497,0.9999533256200415,0.8804435049007735,0.2953557858533602,1.0,-0.06262183032792497,1.0,-0.06730457960556344
"Social Sciences, general",144878.0,1.0,-0.0847464136115445,-0.07050843421543311,0.9996485139317928,0.8353574302721554,0.3596502321548531,1.0,-0.07050843421543311,1.0,-0.0847464136115445
Plant & Animal Science,97445.0,1.0,-0.24521672084002152,-0.22858015862977255,0.9996244818708598,0.7333420360696314,0.29592070770088313,1.0,-0.22858015862977255,1.0,-0.24521672084002152
Microbiology,30687.0,1.0,-0.2705297712497054,-0.23042555895559944,0.9980758204465219,0.5886796678575246,0.4694627276648865,1.0,-0.23042555895559944,1.0,-0.2705297712497054
Immunology,35184.0,1.0,-0.2980187584654451,-0.2585256816364942,0.9979525954381114,0.7651864513491033,0.26126530715953344,1.0,-0.2585256816364942,1.0,-0.2980187584654451
Environment/Ecology,99151.0,1.0,-0.338444788024091,-0.3277514371166499,0.9997395382640082,0.6700904621326382,0.25798266199813724,1.0,-0.3277514371166499,1.0,-0.338444788024091
